int 0,string2 1,string2 2,string2 3,string2 4,string2 5,string2 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,string2 13,string2 14,string2 15,string2 16,bool 17,bool 18,bool 19,bool 20,string2 21,int 22,string2 23,string2 24,int 25,string2 26,string2 27,int 28,string2 29,string2 30,int 31,string2 32,string2 33,int 34,string2 35,string2 36,int 37,string2 38,string2 39,int 40,string2 41,string2 42,int 43,string2 44,string2 45,int 46,string2 47,string2 48,int 49,string2 50,string2 51,int 52,int 53,int 54,int 55,int 56,int 57,int 58,int 59,int 60,int 61,int 62,int 63,int 64,int 65,int 66,int 67,int 68,int 69,int 70,int 71,bool 72,bool 73,bool 74
10202001,"A2020_dbef_40","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_460","",0,"FLAG_MAIN_13_170","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202002,"A2020_dbef_40","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202005,"A2020_dbef_40","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"","FLAG_MAIN_03_640",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202006,"A2020_dbef_40","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"","FLAG_MAIN_03_520",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202007,"A2020_dbef_40","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_498","FLAG_MAIN_03_530",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202008,"A2020_dbef_40","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_498","FLAG_MAIN_03_525",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202010,"A2020_dbef_40","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202013,"A2020_dbef_40","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_590","FLAG_MAIN_04_140",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202014,"A2020_dbef_40","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"","FLAG_MAIN_03_590",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202015,"A2020_dbef_40","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_590","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202016,"A2020_dbef_40","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_495","FLAG_MAIN_03_515",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202017,"A2020_dbef_40","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_495","FLAG_MAIN_03_590",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202018,"A2020_dbef_40","A2020_dbef_199","A2020_dbef_40","A2020_dbef_199","A2020_dbef_40","A2020_dbef_199","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_590","FLAG_MAIN_04_140",0,"FLAG_MAIN_05_010","FLAG_SUB_S050_043_001",0,"FLAG_SUB_S050_043_003","FLAG_IS_CLEAR_S050_043",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202019,"A2020_dbef_40","A2020_dbef_199","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_IS_CLEAR_S050_042","FLAG_SUB_S050_043_001",0,"FLAG_SUB_S050_043_003","FLAG_IS_CLEAR_S050_043",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202020,"A2028_daft_10","A2028_daft_360","P2028_daft_10","P2028_daft_350","","","","","","","","","","","","",1,1,1,1,"",0,"","FLAG_MAIN_13_100",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202021,"P2028_daft_10","P2028_daft_360","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_13_100","FLAG_MAIN_13_170",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202022,"A2028_daft_350","A2028_daft_450","Z2028_daft_350","Z2028_daft_450","P2028_daft_360","P2028_daft_450","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_13_170","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202023,"A2028_daft_350","A2028_daft_450","Z2028_daft_350","Z2028_daft_450","P2028_daft_360","P2028_daft_450","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_13_170","FLAG_MAIN_13_180",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202024,"A2028_daft_350","A2028_daft_450","Z2028_daft_350","Z2028_daft_450","P2028_daft_360","P2028_daft_450","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_13_180","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202025,"P2028_daft_10","P2028_daft_360","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_13_100","FLAG_MAIN_13_144",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202026,"P2028_daft_10","P2028_daft_360","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_13_144","FLAG_MAIN_13_170",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202027,"P2028_daft_10","P2028_daft_360","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_13_144","FLAG_MAIN_13_149",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202028,"P2028_daft_10","P2028_daft_360","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_13_149","FLAG_MAIN_13_170",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202029,"A2028_daft_350","A2028_daft_450","Z2028_daft_350","Z2028_daft_450","P2028_daft_360","P2028_daft_450","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_13_170","FLAG_MAIN_13_175",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202030,"P2028_daft_10","P2028_daft_360","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_13_154","FLAG_MAIN_13_170",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202058,"A2020_dbef_160","A2020_dbef_10000","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_080_059_001","FLAG_IS_CLEAR_S080_059",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202059,"A2020_dbef_180","A2020_dbef_10000","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_080_060_002","FLAG_SUB_080_060_003",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202060,"A2020_dbef_180","A2020_dbef_10000","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_080_060_002","FLAG_SUB_080_060_004",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202061,"A2020_dbef_180","A2020_dbef_10000","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_080_060_002","FLAG_SUB_080_060_005",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202062,"A2020_dbef_180","A2020_dbef_10000","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_080_060_002","FLAG_SUB_080_060_006",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
10202063,"A2020_dbef_180","A2020_dbef_10000","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_080_060_002","FLAG_SUB_080_060_007",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
