int 0,int 1,string2 2,string2 3,string2 4,string2 5,int 6,int 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int 15,int 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int 24,float 25,float 26,float 27,float 28,float 29,int 30,int 31,float 32,float 33,float 34,float 35,int 36,float 37,int 38,float 39,int 40,int 41,string2 42,int 43,string2 44,int 45,int 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int 56,int 57,int 58,int 59,float 60,string2 61,string2 62,string2 63
10202009,1,"npc_0018","318","","chr429",0,0,"","","bn01","",0,0,"F01",0,0,-7.517,7.016,4.157,359.412,0,0,1,1,4,160,360,1,1,1,2,0,-0.2,0,-1,2,-1,-1,0,2,0,"bn01",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202010,1,"npc_0019","319","","chr199",0,0,"","","fe02","",0,0,"F01",0,0,-24.783,1.98,-8.921,121.208,0,0,1,1,4,160,360,1,1,1,2,0,-0.2,-0.05,-1,2,-1,-1,0,2,0,"fe02",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202011,1,"npc_0020","320","","chr380",0,0,"","","bn01","",0,0,"F01",0,0,21.682,5.381,57.581,281.485,-5,0,1,1,3,160,360,3,3,1,2,0,0.15,-0.4,-1,2,-1,-1,0,2,1,"bn01",10,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202012,1,"npc_0021","321","","chr615",0,0,"","","fq01","",0,0,"F01",0,0,27.323,0,15.908,-234.884,0,0,1,1,4,160,360,1,1,1,2,0,-0.15,0.2,-1,2,-1,-1,0,2,1,"fq01",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202001,2,"ride_pegasmon","303","","chr146",0,0,"","","bn01","",0,0,"F01",0,0,-95.6,-1.45,-10.58,79.253,0,0,1,1,0,0,0,0,0,0,2,0,0,0,-1,2,-1,2,4,2,1,"bn01",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202019,2,"npc_0028","328","","chr720",0,0,"","","bn01","",0,0,"F01",0,0,78.242,-7.5,-36.23,-321.522,0,0,1,1,4,160,360,1,1,1,2,0,-0.2,0,-1,2,-1,2,4,2,0,"bn01",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202021,2,"npc_0030","330","","chr584",0,0,"","","fq01","",0,0,"F01",0,0,-40.323,8.04,-0.231,90.627,-5,0,1,1,6,160,140,3,3,1,2,0,0.15,-0.4,-1,2,-1,-1,0,2,1,"fq01",10,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202202,2,"card_001","900","","chr389",0,0,"","","fe02","",0,0,"F01",0,0,27.649,0.004,8.699,353.918,0,0,1,1,0,0,0,0,0,0,2,0,0.3,0,-1,2,-1,-1,0,2,1,"fe02",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202002,5,"npc_0005","304","","chr341",0,0,"","","bn01","",0,0,"F01",0,0,-35.966,1.983,0.206,89.855,0,0,1,1,0,0,0,1,1,0,2,0,-0.5,0,-1,-1,0,2,3,2,0,"bn01",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202104,5,"npc_0803","803","","chr341",0,0,"","","bn01","",0,0,"F01",0,0,-9.574,2.01,-20.69,20,0,0,1,1,0,0,0,1,1,0,2,0,-0.5,0,-1,-1,0,-1,0,2,0,"bn01",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202005,7,"npc_0013","313","","chr002",0,0,"","","e008","",0,0,"F01",0,0,23.662,0,-8.174,90,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,1,"e008",10,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202023,13,"npc_0032","332","","chr002",0,0,"","","e002","",0,0,"F01",0,0,32.995,0,-5.187,364.897,0,0,1,1,3,90,360,1,1,1,2,0,0,0,-1,2,-1,-1,0,2,1,"e002",10,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202024,13,"npc_0033","333","","chr136",0,0,"","","e004","",0,0,"F01",0,0,33.314,0,-3.838,-148.868,0,0,1,1,3,90,360,1,1,1,2,0,0,0,-1,2,-1,-1,0,2,1,"e004",10,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202013,14,"npc_0022","322","","chr594",0,0,"","","fe04","",0,0,"F01",0,0,-11.812,8.958,-31.277,-31.301,0,0,1,1,4,160,360,1,1,1,2,0,-0.3,0,-1,2,-1,-1,0,2,0,"fe04",10,"F01",0,1,1,0,0,0,0,0,-0.3,0,"",0,0,-1,0,0,"","",""
10202015,14,"npc_0024","324","","chr710",0,0,"","","fe01","",0,0,"F01",0,0,18.895,0.003,-1.536,-481.15,0,0,1,1,4.7,160,360,1,1,1,2,0,-0.15,0.2,-1,2,-1,-1,0,2,0,"fe01",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
10202016,14,"npc_0025","325","","chr456",0,0,"","","fe04","",0,0,"F01",0,0,16.944,0.003,-3.886,-355.57,0,0,1,1,0,0,0,1,1,1,2,0,-0.15,0.2,-1,2,-1,-1,0,2,0,"fe04",10,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,0,"","",""
