int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
11103001,"",-1,"gim_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
11103002,"",-1,"gim_0002",false,"d1103door00",1,0,"","","","","",0,0,"",0,0,0,0,0
11103003,"",-1,"gim_0003",false,"d1103wall01",1,0,"","","","","",0,0,"",0,0,0,0,0
11103004,"",-1,"gim_0004",false,"d1103septum00",1,0,"","","","","",0,0,"",0,0,0,0,0
11103005,"",1,"gim_0005",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
11103100,"",-1,"obj_0001",false,"d1103wall01",1,0,"","","","","",0,0,"",0,0,0,0,0
11103200,"",-1,"fa_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
11103400,"",-1,"theater_0001",false,"f00theaterdoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
11103401,"",-1,"start_50",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
11103800,"",-1,"gim_8000",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
11103801,"",-1,"gim_8001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
11103802,"",-1,"gim_8002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
11103900,"",-1,"gim_9000",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
