int 0,string3 1,int 2,string2 3,string2 4,bool 5,string2 6,int 7,int 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int 35,int 36,float 37,float 38,float 39,float 40,int 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int 50,int 51,int 52,int 53,string2 54,string2 55,int 56
10217001,"",-1,"fa_obstacles_01","fa_obj",0,"d1102grate00",1,0,"","","","","",0,0,-32.3,-15.906,26.8,270,0,0,1,1,"wall_cl",6,3.621,0.4,1,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"sp_1002",0,0,-1,0,"FLAG_GIMMICK_FA_D0217_001","1",-1
10217002,"",-1,"fa_obstacles_02","fa_obj",0,"d0202dust00",1,0,"","","","","",0,0,-0.084,2.841,22.001,270,0,0,1,1,"wall_cl",2,3,2,1,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,0.5,0,"sp_1000",0,0,-1,0,"FLAG_GIMMICK_FA_D0217_002","1",-1
10217003,"",99,"fa_obstacles_03","fa_obj",0,"d05breakbox02",1,0,"","","","","",0,0,28.897,-34.601,28.678,0,0,0,1,1,"wall_cl",6,3,2,1,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"sp_1001",0,0,-1,0,"FLAG_GIMMICK_FA_D0217_003","1",-1
10217004,"",-1,"fa_treasure_01","fa_obj",0,"f00drum03",1,0,"","","","","",0,0,-25.418,11.998,-27.977,0,0,0,1,1,"wall_cl",2,3,2,1,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0217_011","1",20217002
10217005,"",-1,"fa_treasure_02","fa_obj",0,"f00drum00",1,0,"","","","","",0,0,-25.933,-19.897,4.405,0,0,0,1,1,"wall_cl",1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0217_012","1",20217003
10217006,"",-1,"fa_treasure_03","fa_obj",0,"f00drum01",1,0,"","","","","",0,0,-30.902,-2.209,-6.115,180,0,0,1,1,"wall_cl",1.5,3,1.5,1,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,0.5,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0217_013","1",20217004
10217007,"",-1,"fa_treasure_04","fa_obj",0,"f00drum02",1,0,"","","","","",0,0,30.589,-15.974,28.601,0,0,0,1,1,"wall_cl",2,3,1.5,1,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0217_014","1",20217005
10217050,"",-1,"flyer_access01","",0,"f00iconobj00",1,0,"","","","","",0,0,-22.28,12.126,-28.585,-4.12,0,0,1,1,"",0,0,0,0,0,2,180,360,1.5,2,2,2,0,0.1,0,10.5,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10217200,"",-1,"kaisou1","",0,"f00iconobj00",1,0,"","","","","",0,0,-28.438,-1.75,-2.89,90,0,0,1,1,"",0,0,0,0,0,1,0,0,0,0,28,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10217201,"",-1,"kaisou2","",0,"f00iconobj00",1,0,"","","","","",0,0,-28.438,-1.65,-3.11,90,0,0,1,1,"",0,0,0,0,0,1,0,0,0,0,28,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10217202,"",-1,"kaisou3","",0,"f00iconobj00",1,0,"","","","","",0,0,-28.438,-20.17,1.799,90,0,0,1,1,"",0,0,0,0,0,1,0,0,0,0,28,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10217203,"",-1,"kaisou4","",0,"f00iconobj00",1,0,"","","","","",0,0,-28.438,-20.296,1.224,90,0,0,1,1,"",0,0,0,0,0,1,0,0,0,0,28,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10217300,"",99,"hazama_gate01","h810_070",0,"ef_f_mov_121_ga",1,0,"","","","","",0,0,-68,12,-29.5,90,0,0,1,1,"",0,0,0,0,0,2,360,360,2,2,27,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10217301,"",99,"fa_obstacles_05","fa_obj_hazama",0,"f00drum03",1,0,"","","","","",0,0,-68,12,-29.5,90,0,0,1,1,"wall_cl",2.5,2,1.6,1,9,0,0,0,0,0,0,0,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0217_015","1",-1
10217600,"",-1,"obj_0100","",0,"f00iconobj00",1,0,"","ef_220603","","","",0,0,0.224,-34.601,-4.003,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10217601,"",-1,"obj_0101","",0,"f00iconobj00",1,0,"","ef_220603","","","",0,0,58.351,7.085,0.307,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10217602,"",-1,"obj_0102","",0,"f00iconobj00",1,0,"","ef_220603","","","",0,0,37.777,15.122,-31.7,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10217603,"",-1,"obj_0103","",0,"f00iconobj00",1,0,"","ef_220603","","","",0,0,28.616,-23.729,-44.62,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10217604,"",-1,"obj_0104","",0,"f00iconobj00",1,0,"","ef_220603","","","",0,0,2.5,-23.729,-44.707,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10217605,"",-1,"obj_0105","",0,"f00iconobj00",1,0,"","ef_220603","","","",0,0,-23,-23.729,-44.707,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
