int32 0,int32 1,string2 2,string2 3,string2 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int32 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int32 24,float 25,float 26,float 27,float 28,float 29,int32 30,int32 31,float 32,float 33,float 34,float 35,int32 36,float 37,int32 38,float 39,int32 40,int32 41,string2 42,int32 43,string2 44,int32 45,int32 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int32 56,int32 57,int32 58,int32 59,float 60,string2 61,string2 62,string2 63
10217001,1,"","0","","chr394",0,0,"","","ba02","",0,0,"",0,0,0.184,-34.601,2.96,0,0,0,1,1,2,160,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"ba02",0,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,3,"","",""
10217002,1,"","0","","chr579",0,0,"","","fe02","",0,0,"",0,0,-2.222,-34.601,-0.091,0,0,0,1,1,2,160,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"fe02",0,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,3,"","",""
10217003,1,"","0","","chr580",0,0,"","","f003","",0,0,"",0,0,2.356,-34.601,-0.21,0,0,0,1,1,2,160,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"f003",0,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,3,"","",""
10217004,1,"","0","","chr136",0,0,"","","e007","",0,0,"",0,0,-1.473,-34.6,20.319,180,0,0,1,1,2,160,0,1,1,0,2,0,0,0,-1,2,15,-1,0,0,0,"e007",0,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10217005,1,"rumor_02","0","","chr924",0,0,"","","fd01_01","",0,0,"F01",2,0,1.132,-34.601,20.392,208.143,0,0,1,1,0,160,360,1,1,0,2,0,-0.4,0,-1,-1,0,-1,0,0,1,"fd01_01",0,"F02",2,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10217006,4,"npc_0120","0","","chr925",0,0,"","","e004","",0,0,"",0,0,30.15,7.085,0.691,-150.446,0,0,1,1,2,160,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e004",0,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10217007,5,"npc_0200","200","","chr924",0,0,"","","e007","",0,0,"F01",0,0,46.035,7.085,0.72,85.996,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,1,"e007",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10217008,5,"npc_0201","201","","chr925",0,0,"","","e004","",0,0,"F01",0,0,44.563,7.085,1.765,115.237,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,1,"e004",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10217009,5,"npc_0202","202","","chr728",0,0,"","","ba01","",0,0,"F01",0,0,44.966,7.085,-1.958,72.349,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,1,"ba01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10217010,15,"s050_043_gere1","","","chr729",0,0,"","","bn01","",0,0,"F01",0,0,53.439,7.085,-0.494,-85.662,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",2,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10217011,8,"npc_0300","300","","chr194",0,0,"","","bn01","",0,0,"F01",0,0,-0.173,-34.601,-5.479,3.289,0,0,2.2,0,10,90,150,1,1,1,2,0,-6,2,-1,2,15,-1,0,2,0,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10217012,8,"npc_0301","301","","chr754",0,0,"","","fq01","",0,0,"F02",0,0,-2.655,-34.601,-2.451,10.5,0,0,1,1,4,60,360,1,1,1,2,0,-0.2,0,-1,2,5,2,5,2,0,"fq01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10217013,8,"npc_0302","302","","chr744",0,0,"","","fe04","",0,0,"F03",0,0,-3.617,-34.601,6.269,100.028,0,0,1,1,4,90,360,1,1,1,2,0,-2,1.5,-1,2,10,-1,0,0,0,"fe04",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10217014,8,"npc_0303","303","","chr364",0,0,"","","fe04","",0,0,"F01",0,0,7.214,-34.601,5.873,272.552,0,0,1.4,0,0,90,360,1,1,0,2,0,-2,1.5,-1,2,10,-1,0,0,0,"fe04",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10217015,9,"card_001","","","chr626",0,0,"","","bn01","",0,0,"F01",0,0,-19.958,13.291,-36.217,19.858,0,0,1,1,3,90,360,1,2,35,2,0,0,0,-1,2,10,-1,0,0,0,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10217500,50,"sub_200_hiroko","1","","npc003aa010101",0,0,"","","fd01_01","",0,0,"",0,0,-9.976,-34.556,-6.868,-1029.554,0,0,1,1,2.5,160,360,2,2,1,1,0,0.9,0,-1,2,2.5,-1,0,2,0,"fd01_01",0,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10217501,15,"s050_043_gere2","","","chr729",0,0,"","","bn01","",0,0,"F01",0,0,49.156,7.085,-3.438,-59.677,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",2,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10217502,15,"s050_043_gere3","","","chr729",0,0,"","","bn01","",0,0,"F01",0,0,49.329,7.085,2.278,-122.285,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",2,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10217503,16,"s050_043_platinum","","","chr069",0,0,"","","bn01","",0,0,"F01",0,0,39.49,7.034,0.428,-102.346,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",2,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10217600,60,"shop_0001","","","chr100",0,0,"","","bn01","",0,0,"F01",0,0,-14.602,2.657,-5.945,-23.675,0,0,2.5,0,3,160,360,1,1,41,2,0,-2.4,0,-1,2,-1,-1,0,2,0,"bn01",15,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
