int 0,int 1,string3 2,string3 3,int 4,int 5,int 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int 14,int 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int 23,int 24,float 25,float 26,float 27,float 28,int 29,int 30,string3 31,string3 32,string3 33,int 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
204002,1,"","mob193",0,0,0,"","","fn21","",0,0,"F01",0,0,6.336,0.057,-3.297,-74.312,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204003,1,"","mob015",0,0,0,"","","fn56","",0,0,"F01",0,0,3.716,0,40.675,-3.109,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204004,1,"","mob083",0,0,0,"","","fn15","",0,0,"F01",0,0,-4.312,0,33.899,-99.977,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204005,1,"","mob074",0,0,0,"","","fn08","",0,0,"F01",0,0,-5.195,-0.001,33.376,-308.245,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204006,1,"","mob015",0,0,0,"","","fn07","",0,0,"F01",0,0,5.948,0,-1.864,-53.446,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204007,1,"","mob021",0,0,0,"","","fn07","",0,0,"F01",0,0,5.488,0,9.636,-652.732,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204008,1,"","mob004",0,0,0,"","","fn02","",0,0,"F01",0,0,5.322,0,10.682,93.422,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204009,1,"","mob173",0,0,0,"","","fn15","",0,0,"F01",0,0,-1.342,0,14.125,38.817,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204010,1,"","mob071",0,0,0,"","","fn21","",0,0,"F01",0,0,-0.357,0,14.394,297.636,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204011,1,"","mob015",0,0,0,"","","e117","",0,0,"F01",0,0,-0.193,-0.001,5.43,-81.655,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204012,1,"","mob004",0,0,0,"","","fn07","",0,0,"F01",0,0,-1.21,-0.001,6.194,-213.611,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204013,1,"","mob061",0,0,0,"","","fn02","",0,0,"F01",0,0,1.098,0,-4.468,181.208,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204014,1,"","mob004",0,0,0,"","","fn07","",0,0,"F01",0,0,1.681,0,-4.423,229.215,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204015,1,"","mob001",0,0,0,"","","fn15","",0,0,"F01",0,0,-2.604,0.04,3.683,-36.87,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204016,1,"","mob081",0,0,0,"","","fn52","",0,0,"F01",0,0,3.431,-0.001,1.617,140.182,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204017,1,"","mob083",0,0,0,"","","e516","",0,0,"F01",0,0,6.198,0,-12.985,29.322,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204018,1,"","mob063",0,0,0,"","","fn10","",0,0,"F01",0,0,5.812,0,28.874,94.156,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204019,1,"","mob151",0,0,0,"","","fn59","",0,0,"F01",0,0,6.838,0.092,-12.264,294.563,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204020,1,"","mob004",0,0,0,"","","fn02","",0,0,"F01",0,0,-3.366,0,-28.712,-102.353,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204021,1,"","mob001",0,0,0,"","","fn08","",0,0,"F01",0,0,-1.614,-0.001,-30.18,-205.185,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204022,1,"","mob003",0,0,0,"","","fn21","",0,0,"F01",0,0,-7.19,0.1,9.449,58.501,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204023,1,"","mob091",0,0,0,"","","fn03","",0,0,"F01",0,0,-7.446,0.1,9.993,68.294,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204024,1,"","mob041",0,0,0,"","","fn02","",0,0,"F01",0,0,-10.698,0.078,-30.376,231.996,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204025,1,"","mob001",0,0,0,"","","fn34","",0,0,"F01",0,0,-13.619,0.244,-34.307,306.933,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204026,1,"","mob021",0,0,0,"","","fn07","",0,0,"F01",0,0,-7.151,0.014,-32.898,173.701,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204027,1,"","mob084",0,0,0,"","","fn02","",0,0,"F01",0,0,-13.773,0.197,-30.766,242.349,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204028,1,"","mob193",0,0,0,"","","fn15","",0,0,"F01",0,0,-9.949,0.081,-34.634,254.387,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204029,1,"","mob004",0,0,0,"","","fn13","",0,0,"F01",0,0,4.422,0,3.026,-141.022,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204031,1,"","mob015",0,0,0,"","","fn02","",0,0,"F01",0,0,-0.911,0,-70.291,-174.726,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204032,1,"","mob001",0,0,0,"","","fn06","",0,0,"F01",0,0,13.063,0.119,-35.939,-135.263,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204033,1,"","mob004",0,0,0,"","","fn02","",0,0,"F01",0,0,12.857,0.182,-34.371,-147.527,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204034,1,"","mob063",0,0,0,"","","fn64","",0,0,"F01",0,0,6.047,0,-34.848,-184.916,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204035,1,"","mob021",0,0,0,"","","fn68","",0,0,"F01",0,0,1.865,0,-68.884,-210.092,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204036,1,"","mob014",0,0,0,"","","fn01","",0,0,"F01",0,0,-10.085,0.106,-67.091,-223.347,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204037,1,"","mob095",0,0,0,"","","e117","",0,0,"F01",0,0,3.768,0,-63.853,-213.024,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204038,1,"","mob041",0,0,0,"","","fn08","",0,0,"F01",0,0,-4.401,0,-65.614,-228.197,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204039,1,"","mob004",0,0,0,"","","fn07","",0,0,"F01",0,0,-14.799,0.269,-71.015,-13.486,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204040,1,"","mob001",0,0,0,"","","fn07","",0,0,"F01",0,0,-6.876,0.105,-71.017,116.977,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204041,1,"","mob061",0,0,0,"","","fn02","",0,0,"F01",0,0,1.093,0,-68.811,184.688,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204042,1,"","mob015",0,0,0,"","","fn10","",0,0,"F01",0,0,8.766,0.132,-33.417,187.607,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204043,1,"","mob014",0,0,0,"","","fn07","",0,0,"F01",0,0,3.064,0,-67.913,-179.685,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204044,1,"","mob004",0,0,0,"","","fn02","",0,0,"F01",0,0,12.614,0.121,-69.166,-263.398,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204045,1,"","mob015",0,0,0,"","","fn02","",0,0,"F01",0,0,-9.409,0.107,-67.905,-426.088,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204046,1,"","mob173",0,0,0,"","","fn02","",0,0,"F01",0,0,-4.002,0,-70.754,140.039,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204047,1,"","mob061",0,0,0,"","","fn02","",0,0,"F01",0,0,7.948,0.076,-70.081,-125.043,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204048,1,"","mob001",0,0,0,"","","fn02","",0,0,"F01",0,0,-17.744,0.271,-68.364,-63.334,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204049,1,"","mob071",0,0,0,"","","fn01","",0,0,"F01",0,0,-15.484,0.27,-69.137,-60.093,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204050,1,"","mob081",0,0,0,"","","fn07","",0,0,"F01",0,0,-12.59,0.106,-66.988,-68.701,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204051,1,"","mob014",0,0,0,"","","fn08","",0,0,"F01",0,0,16.675,0.267,-68.518,132.306,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204052,1,"","mob051",0,0,0,"","","fn03","",0,0,"F01",0,0,-13.15,0.196,-28.783,140.449,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204053,1,"","mob003",0,0,0,"","","fn21","",0,0,"F01",0,0,-13.574,0.259,-36.022,67.716,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204054,1,"","mob074",0,0,0,"","","fn02","",0,0,"F01",0,0,-9.495,0.186,-28.882,137.332,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204055,1,"","mob015",0,0,0,"","","fn02","",0,0,"F01",0,0,-19.026,0.272,-70.35,-11.246,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204056,1,"","mob151",0,0,0,"","","fn01","",0,0,"F01",0,0,10.624,0.293,-73.055,-9.534,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204058,1,"","mob091",0,0,0,"","","fn56","",0,0,"F01",0,0,5.288,0,-27.511,-142.608,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204059,1,"","mob151",0,0,0,"","","fn02","",0,0,"F01",0,0,4.421,0,-64.145,-87.514,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204060,1,"","mob091",0,0,0,"","","fn03","",0,0,"F01",0,0,18.195,0.267,-68.916,-94.148,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204061,1,"","mob003",0,0,0,"","","fn09","",0,0,"F01",0,0,-6.298,0,-65.536,-188.565,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204062,1,"","mob015",0,0,0,"","","fn08","",0,0,"F01",0,0,6.207,0,-65.777,198.431,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204063,1,"","mob081",0,0,0,"","","fn09","",0,0,"F01",0,0,0.164,0,-65.733,-163.266,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204064,1,"","mob193",0,0,0,"","","fn52","",0,0,"F01",0,0,-2.422,0,-66.961,-174.843,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204065,1,"","mob051",0,0,0,"","","fn02","",0,0,"F01",0,0,-3.167,0,-67.118,165.319,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204066,1,"","mob083",0,0,0,"","","fn01","",0,0,"F01",0,0,7.813,0,-66.268,-142.241,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204067,1,"","mob001",0,0,0,"","","fn01","",0,0,"F01",0,0,14.721,0.267,-71.933,50.01,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204068,1,"","npc105fa010101",0,0,0,"","","fn01_01","",0,0,"F01",0,0,12.278,0.111,-1.608,-0.195,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204069,1,"","mob051",0,0,0,"","","fn52","",0,0,"F01",0,0,-7.344,0.245,-18.714,13.571,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204070,1,"","mob071",0,0,0,"","","fn64","",0,0,"F01",0,0,-5.951,0,-26.786,-152.667,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204071,1,"","mob003",0,0,0,"","","fn56","",0,0,"F01",0,0,-3.868,0,-14.752,164.619,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204072,1,"","mob153",0,0,0,"","","fn02","",0,0,"F01",0,0,5.296,0,29.474,72.302,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204073,1,"","mob115",0,0,0,"","","fn07","",0,0,"F01",0,0,4.8,0,30.319,102.112,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204074,1,"","mob115",0,0,0,"","","fn54","",0,0,"F01",0,0,1.285,0,23.659,24.804,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
204075,1,"","mob091",0,0,0,"","","fn56","",0,0,"F01",0,0,-2.17,0,17.083,-167.756,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,1,-1,"","","","","",""
