string2 0,string 1
"100","HP"
"101","SP"
"102","Lv."
"103","In Party"
"104","In Box"
"105","At Farm {d0}"
"106","Party"
"107","Box"
"108","Farm {d0}"
"109","All"
"110","Agent Points"
"111","TP"
"112","YEN"
"113","x"
"114","－"
"115","###"
"116","　"
"117","Money Held"
"118","Description"
"119","On"
"120","Off"
"121","{d0}%"
"122","Condition"
"123","{d0}/{d1}"
"124","{fc2{n0}}/{n1}"
"125","{fc9 {d0}}/{d1}"
"126","?"
"127","%"
"128","Level"
"129","YEN"
"130","Guest Members"
"131","Level"
"132","Battle Member"
"133","Guest"
"134","?"
"135","Agent Rank"
"136","{d0}%"
"137","　"
"138","Digimon under Analysis"
"139","Reserve Member"
"150","Current"
"151","Cleared"
"152","Selected"
"153","Battle Members"
"154","Reserve Members"
"200","New"
"201","Recovery"
"202","Equipment"
"203","Materials"
"204","Farm"
"205","Costumes/Accessories"
"206","Valuables"
"207","Cards"
"208","Skills"
"209","Skill Discs"
"210","Enhancements"
"211","Special"
"400","Buy"
"401","Sell"
"402","Shop"
"403","No. to Buy"
"404","No. to Sell"
"405","Total"
"406","Items for Sale"
"407","Buy"
"408","Sell"
"409","Money Needed"
"410","No. to Create"
"411","No. to Take Apart"
"412","Materials Needed"
"413","Items Obtained after Taking Apart"
"414","Create"
"415","Take Apart"
"601","Battle"
"602","Reserve"
"603","Box"
"604","Primary"
"605","Secondary"
"606","Farm"
"700","　"
"701","　"
"702","　"
"703","　"
"704","System"
"705","　"
"710","Setup"
"712","DigiBank"
"720","Skill Discs"
"721","Cards"
"730","Agent Skills"
"731","Agent Info"
"733","Costumes"
"740","Mission List"
"741","Field Guide"
"750","Save"
"751","Load"
"752","Options"
"753","Tutorials"
"754","Training"
"755","Field"
"770","Digivolution"
"771","Load Enhancements"
"772","Convert"
"773","Return to Data"
"800","Digivolution/De-Digivolution"
"801","Skills/Equipment"
"802","Load Enhancements"
"803","Digivolution History"
"811","Confirm"
"812","Default"
"813","Back"
"814","Close"
"1000","No Data"
"1001","Play Time　"
"1002","Hours"
"1003","Minutes"
"1004","{n1}/{n2}/{n0}"
"1005","{n0}:{n1}"
"1006","{n0}:{n1}"
"1007","{n1}/{n2}/{n0} {n3}:{n4}"
"1008","Data {n0}"
"1009","Autosave"
"1010","!"
"1011","No Data"
"1012","Corrupted"
"1013","Data"
"1014","{n0}"
"1015","Location"
"1016","Date"
"1030","Autosaving..."
"1100","Full Map"
"1101","Close"
"1102","Navigation"
"1110","{d0} {fs30}{d1}"
"1200","Party"
"1213","Empty"
"1250","Level {d0} or higher"
"1251","{d0} Max HP or greater"
"1252","{d0} Max SP or greater"
"1253","{d0} ATK or greater"
"1254","{d0} DEF or greater"
"1255","{d0} INT or greater"
"1256","{d0} SPI or greater"
"1257","{d0} SPD or greater"
"1258","{d0} Talent or greater"
"1259","{d0}% Bond or greater"
"1260","{d0} is in your possession"
"1261","{d0} at 100% Bond is in your roster"
"1262","Target Digimon has been encountered before"
"1263","Digivolution Conditions"
"1264","De-Digivolution Conditions"
"1265","OK"
"1266","Fail"
"1267","Select a Digimon with which to DNA-Digivolve."
"1268","The Digimon below will be placed in your Box after
DNA De-Digivolution:"
