int32 0,string2 1,float 2,float 3,float 4,float 5,float 6,int32 7,int32 8,float 9,float 10,float 11,float 12,int32 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,string2 21,int32 22,int32 23,int32 24,int32 25,string2 26,string2 27,int32 28
10501006,"6",2,180,180,1,1,2,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501050,"50",0,0,0,1,1,0,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501051,"51",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501052,"52",2,180,180,1,1,0,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501053,"53",2,360,360,1,1,6,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501101,"101",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501102,"102",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501103,"103",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501104,"104",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501105,"105",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501150,"150",0,0,0,1,1,0,2,0,0,0,-1,-1,0,15,2.5,2.5,0,1,0,"",0,0,-1,0,"","",-1
10501151,"151",0,0,0,1,1,0,2,0,0,0,-1,-1,0,15,2.5,2.5,0,1,0,"",0,0,-1,0,"","",-1
10501152,"152",0,0,0,1,1,0,2,0,0,0,-1,-1,0,15,2.5,2.5,0,1,0,"",0,0,-1,0,"","",-1
10501400,"400",2,160,360,1,1,8,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501401,"401",2,180,360,4,2,34,2,-0.5,-0.3,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501402,"402",2,180,360,4,2,34,2,-0.5,-0.3,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501403,"403",2,180,360,4,2,34,2,-0.5,0,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501404,"404",7,180,360,1,1,38,2,-2,1.5,2,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501405,"405",0,0,0,1,1,0,2,0,1,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501406,"406",2,180,360,4,2,34,2,-0.5,-0.3,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501407,"407",2,180,360,4,2,34,2,-0.5,-0.3,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501408,"408",2,360,360,1,1,8,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501409,"409",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501901,"901",0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501902,"902",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501997,"0",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501998,"0",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10501999,"0",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
