int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
10501001,"",-1,"elv_0001",false,"d05elv00",1,0,"d05elv_driving","","","","",0,0,"",0,0,0,0,0
10501002,"",-1,"elv_0002",false,"d05elv00",1,0,"d05elv_driving","","","","",0,0,"",0,0,0,0,0
10501003,"",-1,"elv_0003",false,"d05elv00",1,0,"d05elv_driving","","","","",0,0,"",0,0,0,0,0
10501004,"",-1,"elv_0004",false,"d05elv00",1,0,"d05elv_driving","","","","",0,0,"",0,0,0,0,0
10501006,"",-1,"gim_0002",false,"d05slidedoor01",1,0,"","","","","",0,0,"wall_cl",8,10,1,1,0
10501050,"",-1,"gim_0050",false,"d05slidedoor01",1,0,"","","","","",0,0,"",0,0,0,0,0
10501051,"",-1,"gim_0051",false,"d05doorswitch00",1,0,"","","","","",0,0,"",0,0,0,0,0
10501052,"",-1,"gim_0052",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10501053,"",1,"gim_1101",false,"f00iconobj00",1,0,"","","","","",0,0,"wall_cl",2.5,3,1.5,1,353
10501102,"",-1,"obj_0003",false,"d05elv01",1,0,"","","","","",0,0,"",0,0,0,0,0
10501103,"",-1,"obj_0004",false,"d05elv01",1,0,"","","","","",0,0,"",0,0,0,0,0
10501104,"",-1,"obj_0005",false,"d05elv01",1,0,"","","","","",0,0,"",0,0,0,0,0
10501105,"",-1,"obj_0006",false,"d05elv01",1,0,"","","","","",0,0,"",0,0,0,0,0
10501400,"",-1,"theater_0001",false,"f00theaterdoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
10501401,"",-1,"change_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10501402,"",-1,"change_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10501403,"",-1,"change_0003",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10501404,"",2,"change_9001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10501405,"",-1,"start_50",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10501406,"",4,"change_0004",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10501407,"",4,"change_0005",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10501408,"",-1,"theater_0002",false,"f00theaterdoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
10501409,"",-1,"start_51",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10501901,"",-1,"fa__0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10501902,"",-1,"script_0051",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10501997,"",-1,"obj_0101",false,"d05pop00",1,0,"","","","","",0,0,"",0,0,0,0,0
10501998,"",-1,"obj_0102",false,"d05pop00",1,0,"","","","","",0,0,"",0,0,0,0,0
10501999,"",-1,"obj_0100",false,"d05pop00",1,0,"","","","","",0,0,"",0,0,0,0,0
