int 0,int 1,int 2,int 3,string2 4,int 5,int 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int 30,string2 31,float 32,float 33,float 34,int 35,float 36,float 37,float 38,float 39,float 40,float 41,int 42,int 43,int 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int 52,string3 53,float 54,float 55,float 56,int 57,float 58,float 59,float 60,float 61,float 62,float 63,int 64,int 65,int 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int 79,float 80,int 81,float 82,float 83,string2 84,int 85,float 86,int 87,float 88,float 89,float 90,string2 91,int 92,float 93,int 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
2051201,90373,0,-1,"",0,0,"1","chr222","1","","","",5,30,-120,0,1,1,-1,-1,-1,-1,"run","ba02","",0,0,"ba01",0,1,"",0,10,10,0,0,360,1,0,0,150,0,0,0,360,2,2,2,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",0,1,0,0,1,1,0,0,0,0,5,5,"",0,3,0,5,30,4,"",0,3,1,-1,"",0,0,0,-1,"","",""
2051202,90199,0,-1,"",0,0,"2","chr222","2","","","",-3,30,-120,0,1,1,-1,-1,-1,-1,"run","bs01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,1,0,0,150,0,0,0,360,2,2,2,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",0,1,0,0,1,1,0,0,0,0,5,5,"",0,3,0,5,30,4,"",0,3,1,-1,"",0,0,0,-1,"","",""
2051203,11200030,0,-1,"",0,0,"3","chr457","3","","","",12.5,30,-122,0,1,1,-1,-1,-1,-1,"run","ba02","",0,0,"ba01",0,1,"",0,10,10,0,0,360,1,0,0,150,0,0,0,360,1,0,0,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",0,1,0,0,1,1,0,0,0,0,5,4,"",0,3,0,4,30,4,"",0,3,1,-1,"",0,0,0,-1,"","",""
2051204,90705,0,-1,"",0,0,"4","chr222","10","","","",3,30,-120,0,1,1,-1,-1,-1,-1,"run","bs01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,1,0,0,150,0,0,0,360,2,2,2,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",0,1,0,0,1,1,0,0,0,0,5,5,"",0,3,0,5,30,4,"",0,3,1,-1,"",0,0,0,-1,"","",""
2051205,90113,0,-1,"",0,0,"5","chr457","15","","","",10,30,-122,0,1,1,-1,-1,-1,-1,"run","ba02","",0,0,"ba01",0,1,"",0,10,10,0,0,360,1,0,0,150,0,0,0,360,1,0,0,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",0,1,0,0,1,1,0,0,0,0,5,4,"",0,3,0,4,30,4,"",0,3,1,-1,"",0,0,0,-1,"","",""
2051206,90239,0,-1,"",0,0,"6","chr013","20","","","",10,33,-120,0,1,1,-1,-1,-1,-1,"","ba02","",0,0,"ba01",0,1,"",0,10,10,0,0,360,1,0,0,150,0,0,0,360,1,5,5,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",0,1,1,1,1,1,0,2,0,0,2,5,"",0,3,0,2,30,4,"",0,3,1,-1,"",0,0,0,-1,"","",""
2051207,5051203,0,-1,"",0,0,"7","chr457","24","","","",7.5,30,-122,0,1,1,-1,-1,-1,-1,"run","ba02","",0,0,"ba01",0,1,"",0,10,10,0,0,360,1,0,0,150,0,0,0,360,1,0,0,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",0,1,0,0,1,1,0,0,0,0,5,4,"",0,3,0,4,30,4,"",0,3,1,-1,"",0,0,0,-1,"","",""
2051208,90326,0,-1,"",0,0,"8","chr457","28","","","",5,30,-122,0,1,1,-1,-1,-1,-1,"run","ba02","",0,0,"ba01",0,1,"",0,10,10,0,0,360,1,0,0,150,0,0,0,360,1,0,0,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",0,1,0,0,1,1,0,0,0,0,5,4,"",0,3,0,4,30,4,"",0,3,1,-1,"",0,0,0,-1,"","",""
2051209,90479,0,-1,"",0,0,"9","chr013","32","","","",8,33,-120,0,1,1,-1,-1,-1,-1,"","bs01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,1,0,0,150,0,0,0,360,1,5,5,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",0,1,1,1,1,1,0,2,0,0,2,5,"",0,3,0,2,30,4,"",0,3,1,-1,"",0,0,0,-1,"","",""
2051210,90054,0,-1,"",0,0,"10","chr457","33","","","",2.5,30,-122,0,1,1,-1,-1,-1,-1,"run","ba02","",0,0,"ba01",0,1,"",0,10,10,0,0,360,1,0,0,150,0,0,0,360,1,0,0,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",0,1,0,0,1,1,0,0,0,0,5,4,"",0,3,0,4,30,4,"",0,3,1,-1,"",0,0,0,-1,"","",""
