string2 0,string 1
"0","–"
"1","Warrior Wisdom"
"2","Song of Triumph"
"3",""
"4",""
"5","Vitality Theft"
"6","Extra Strikes Tech"
"7",""
"8",""
"9","First in Line"
"10","Fast Break"
"11",""
"12",""
"13","Strategic Order"
"14","Stout Defense"
"15",""
"16",""
"17","Steadfast Might"
"18","Counter"
"19",""
"20",""
"21","Healing Wisdom"
"22","SP Supplement"
"23",""
"24",""
"25","Follow-Up"
"26","Prayer for Aid"
"27",""
"28",""
"29","Meditation"
"30","First Aid"
"31",""
"32",""
"33","Steadfast Heart"
"34","Rally Blessing"
"35",""
"36",""
"37","First in Line"
"38","Great Embrace"
"39",""
"40",""
"41","Cheer"
"42","Prankster"
"43",""
"44",""
"45","Stout Strength"
"46","Hustle Cry"
"47",""
"48",""
"49","Booing"
"50","Weak Point Blitz"
"51",""
"52",""
"53","Strategic Order"
"54","Fortifying Charge"
"55",""
"56",""
"57","Slow Starter"
"58","Planning Ahead"
"59",""
"60",""
"61","Magical Wisdom"
"62","Secret Sage Art"
"63",""
"64",""
"65","Steadfast Emotion"
"66","Magic Theft"
"67",""
"68",""
"69","Follow-Up"
"70","Soothing Song"
"71",""
"72",""
"73","Haymaker"
"74","Intense Focus"
"75",""
"76",""
"77","Stout Spirit"
"78","Combo Magic"
"79",""
"80",""
