int 0,int 1,int 2,int 3,string2 4,int 5,int 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int 30,string2 31,float 32,float 33,float 34,int 35,float 36,float 37,float 38,float 39,float 40,float 41,int 42,int 43,int 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int 52,string3 53,float 54,float 55,float 56,int 57,float 58,float 59,float 60,float 61,float 62,float 63,int 64,int 65,int 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int 79,float 80,int 81,float 82,float 83,string2 84,int 85,float 86,int 87,float 88,float 89,float 90,string2 91,int 92,float 93,int 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
2081101,5081101,0,-1,"",0,0,"enemy_001S","5081101","","","","",-17.371,24,5.189,90,0,1,-1,-1,-1,-1,"","bn01","",0,0,"ba01",6,1,"",0,10,10,0,0,360,0,0,0,150,0,0,0,360,0,0,0,"","",5,1,"",0,30,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",1,1,1,1,0,0,0,0,0,2,3,0,"",0,3,3,8,15,4,"",0,3,0,-1,"",0,0,0,-1,"","",""
2081102,5081102,0,-1,"",0,0,"enemy_002S","5081102","","","","",17.493,24,5.344,-90,0,1,-1,-1,-1,-1,"","bn01","",0,0,"ba01",6,1,"",0,10,10,0,0,360,0,0,0,150,0,0,0,360,0,0,0,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",1,1,1,1,0,0,0,0,0,2,3,0,"",0,3,3,4,15,4,"",0,3,0,-1,"",0,0,0,-1,"","",""
2081103,5081103,0,-1,"",0,0,"enemy_003M","5081103","","","","",-35.088,20,22.924,180,0,1,-1,-1,-1,-1,"","bn01","",0,0,"ba01",6,1,"",0,10,10,0,0,360,0,0,0,150,0,0,0,360,0,0,0,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",1,1,1,1,0,0,0,0,0,2,3,0,"",0,3,3,4,15,4,"",0,3,0,-1,"",0,0,0,-1,"","",""
2081104,5081104,0,-1,"",0,0,"enemy_004M","5081104","","","","",-34.963,20,-11.888,0,0,1,-1,-1,-1,-1,"","bn01","",0,0,"ba01",6,1,"",0,10,10,0,0,360,0,0,0,150,0,0,0,360,0,0,0,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",1,1,1,1,0,0,0,0,0,2,3,0,"",0,3,3,4,15,4,"",0,3,0,-1,"",0,0,0,-1,"","",""
2081105,5081105,0,-1,"",0,0,"enemy_005M","5081105","","","","",35.133,20,23.783,180,0,1,-1,-1,-1,-1,"","bn01","",0,0,"ba01",6,1,"",0,10,10,0,0,360,0,0,0,150,0,0,0,360,0,0,0,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",1,1,1,1,0,0,0,0,0,2,3,0,"",0,3,3,4,15,4,"",0,3,0,-1,"",0,0,0,-1,"","",""
2081106,5081106,0,-1,"",0,0,"enemy_006S","5081106","","","","",35.107,20,-13.39,0,0,1,-1,-1,-1,-1,"","bn01","",0,0,"ba01",6,1,"",0,10,10,0,0,360,0,0,0,150,0,0,0,360,0,0,0,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",1,1,1,1,0,0,0,0,0,2,3,0,"",0,3,3,4,15,4,"",0,3,0,-1,"",0,0,0,-1,"","",""
2081107,5081107,0,-1,"",0,0,"enemy_007M","5081107","","","","",-52.658,16,40.456,90,0,1,-1,-1,-1,-1,"","bn01","",0,0,"ba01",6,1,"",0,10,10,0,0,360,0,0,0,150,0,0,0,360,0,0,0,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",1,1,1,1,0,0,0,0,0,2,3,0,"",0,3,3,4,15,4,"",0,3,0,-1,"",0,0,0,-1,"","",""
2081108,5081108,0,-1,"",0,0,"enemy_008M","5081108","","","","",-17.298,16,40.42,-90,0,1,-1,-1,-1,-1,"","bn01","",0,0,"ba01",6,1,"",0,10,10,0,0,360,0,0,0,150,0,0,0,360,0,0,0,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",1,1,1,1,0,0,0,0,0,2,3,0,"",0,3,3,4,15,4,"",0,3,0,-1,"",0,0,0,-1,"","",""
2081109,5081109,0,-1,"",0,0,"enemy_009L","5081109","","","","",16.007,16,40.602,90,0,1,-1,-1,-1,-1,"","bn01","",0,0,"ba01",6,1,"",0,10,10,0,0,360,0,0,0,150,0,0,0,360,0,0,0,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",1,1,1,1,0,0,0,0,0,2,3,0,"",0,3,3,4,15,4,"",0,3,0,-1,"",0,0,0,-1,"","",""
2081110,5081110,0,-1,"",0,0,"enemy_010M","5081110","","","","",52.329,16,40.364,-90,0,1,-1,-1,-1,-1,"","bn01","",0,0,"ba01",6,1,"",0,10,10,0,0,360,0,0,0,150,0,0,0,360,0,0,0,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",1,1,1,1,0,0,0,0,0,2,3,0,"",0,3,3,4,15,4,"",0,3,0,-1,"",0,0,0,-1,"","",""
