string2 0,string 1
"101","A large digital screen that's one of Shinjuku's
most famous landmarks, it shows various
commercials to passersby."
"102","This shopping street connects Kabukicho and
the station, and its restaurants are always full
of hungry customers."
"103","Japan's largest entertainment district, featuring
various shops and a vibrant atmosphere due to
its nightlife scene."
"151","The world's busiest terminal, Shinjuku Station is
near many businesses and shops, ensuring a
never-ending stream of people."
"152","An intersection on a large road, it also features
an entrance to the Subroad underground
shopping street."
"153","Linked to Nishi-Shinjuku by going under the
Overbridge, it has an entrance to the Subroad
underground shopping street."
"155","A space-time distortion located in a back alley
near Shinjuku Station, connecting to the
In-Between Theater."
"201","The gateway to Akihabara, as evident by its
targeted advertising. Arcades and other nerdy
attractions lie just outside the station entrance."
"250","An intersection on a large road, many people
gather here to check out the little shops tucked
away beneath the overpass."
"301","The administrative center of the Tokyo 
Metropolitan Government. It was once the
tallest building in Japan."
"302","A park located next to the Tokyo Metropolitan
Government Building, enjoyed by children and
adults alike."
"351","Linked to Higashi-Shinjuku by going under the
Overbridge, the office and government districts lie
to its west."
"401","With its many small restaurants, the area's soba
noodles and other dishes have been popular for
over half a century."
"404","Quite the convenient spot. The Misono family
rent this old building as both a residence and a
workplace."
"405","The roof of the building where the Misono family
live. From here, one can enjoy a panoramic view
of the ever-changing scenery of Shinjuku."
"10101","This location features a special spot that enables
travel between Heat Cosmic and Chill Cosmic."
"10201","A lively square by the Locomon Railroad's
Central Town Station, with many Digimon
coming and going."
"10206","Central Tower controls the communications
network of the Digital World of Iliad. Hagurumon
work tirelessly to keep it operating smoothly."
"10210","This landing near the top of Central Tower is
sometimes covered in clouds. Not ideal for those
afraid of heights."
"10211","Since various goods are delivered to the landing,
there are many associated shops in the
surrounding area."
"10212","This landing near the top of Central Tower is
sometimes covered in clouds. Not ideal for those
afraid of heights."
"10302","A Digimon village located in the Abyss Area.
Its marine produce is highly valued for its
medicinal properties."
"10312","A Digimon village located in the Abyss Area.
Its marine produce is highly valued for its
medicinal properties."
"10401","A square by the Locomon Railroad's Gear Forest
Station. It is said that the nearby village's
festivities can be heard all the way from here."
"10402","A landing a short distance from the village. The
trees in the vicinity have withered due to the
Titans' obstruction of the Current."
"10412","A landing a short distance from the village. The
trees in the vicinity have withered due to the
Titans' obstruction of the Current."
"10501","A square by the Locomon Railroad's Factorial
Town Station, it smells of oil and is noisy with
machinery."
"10521","The industrial area of the Digital World of Iliad.
Under the management of Vulcanusmon, it
supplies electricity to the land."
"10601","This area features a temple devoted to the Divine
Oracle Junomon. Today, it is but a shadow of its 
former majesty."
"10606","A strong barrier surrounds the Guardian Palace,
so there is only one way to reach the terminal."
"10607","A strong barrier surrounds the Guardian Palace, 
so there is only one way to reach the terminal."
"10701","Although connected to the castle of Plutomon,
leader of the Titans, the poor roads make it a
difficult journey."
