string2 0,string 1
"1","HP Capsule I"
"2","HP Capsule II"
"3","HP Capsule III"
"4","HP Spray I"
"5","HP Spray II"
"6","HP Spray III"
"7","SP Capsule I"
"8","SP Capsule II"
"9","SP Capsule III"
"10","SP Spray I"
"11","SP Spray II"
"12","SP Spray III"
"13","Medical Spray"
"14","Medical Spray DX"
"15","Poison Recovery"
"16","Panic Recovery"
"17","Paralysis Recovery"
"18","Sleep Recovery"
"19","Sprite Recovery"
"20","Bug Recovery"
"21","Pain Recovery"
"22","Sickness Recovery"
"23","Stat Recovery"
"24","Multi-Recovery"
"25","Multi-Recovery DX"
"26","Revival Capsule"
"27","Revival Capsule DX"
"28","Courage Revival"
"29","Full Revival Spray"
"30","ATK Boost"
"31","DEF Boost"
"32","INT Boost"
"33","SPI Boost"
"34","SPD Boost"
"35","ACU Boost"
"36","AGL Boost"
"37","CRT Boost"
"38","Multi-Boost α"
"39","Multi-Boost β"
"40","Courage Point I"
"41","Courage Point II"
"42","Courage Point III"
"43","Courage Point IV"
"44","Courage Point V"
"45","Friendship"
"46","Friendship DX"
"47","Friendship S"
"59","Talent Awakening Booster"
"60","Talent Awakening Booster DX"
"61","HP Augment Chip I"
"62","HP Augment Chip II"
"63","HP Augment Chip III"
"64","SP Augment Chip I"
"65","SP Augment Chip II"
"66","SP Augment Chip III"
"67","ATK Augment Chip I"
"68","ATK Augment Chip II"
"69","ATK Augment Chip III"
"70","DEF Augment Chip I"
"71","DEF Augment Chip II"
"72","DEF Augment Chip III"
"73","INT Augment Chip I"
"74","INT Augment Chip II"
"75","INT Augment Chip III"
"76","SPI Augment Chip I"
"77","SPI Augment Chip II"
"78","SPI Augment Chip III"
"79","SPD Augment Chip I"
"80","SPD Augment Chip II"
"81","SPD Augment Chip III"
"82","Topaz"
"83","Pearl"
"84","Aquamarine"
"85","Jade"
"86","Alexandrite"
"87","Ruby"
"88","Sapphire"
"89","Emerald"
"90","Diamond"
"91","Chrome Digizoid"
"92","Meat-Wrapped Rice Ball"
"93","Barbeque Skewer Set"
"94","Strawberry Parfait"
"95","Fruit Tart"
"96","Medical Aid Drink"
"101","Disinfectant"
"102","Sedative"
"103","Vitamins"
"104","Wake-Up Drink"
"105","Processed Meat"
"106","Fresh Fish"
"107","Apple"
"108","Carrot"
"109","Banana"
"110","Supplement"
"203","Digimeat"
"210","DigiApple"
"211","DigiCarrot"
"213","DigiBanana"
"222","DigiFish"
"223","DigiProtein"
"301","Gravel Dataset"
"302","Rock Model Fragment"
"303","Mineral Texture"
"311","Cylindrical Model"
"312","Rusty Iron Texture"
"313","Iron Texture"
"321","Crystalline Structure Model"
"322","Spherical Model"
"323","Clear Sky-blue Texture"
"331","Board-shaped Model"
"332","Fluid Animation Data"
"333","Blackish Texture"
"341","Brown Texture"
"342","Gray Texture"
"343","Arched Model"
"351","Woodgrain Texture"
"352","Tree Model"
"353","Leaf Model"
"354","Immortal Egg"
"801","Default"
"803","ADAMAS Colored T-shirt"
"901","Digi-Egg of Courage"
"902","Digi-Egg of Friendship"
"903","Digi-Egg of Love"
"904","Digi-Egg of Sincerity"
"905","Digi-Egg of Knowledge"
"906","Digi-Egg of Reliability"
"907","Digi-Egg of Hope"
"908","Digi-Egg of Light"
"909","Digi-Egg of Miracles"
"910","Digi-Egg of Destiny"
"911","Digi-Egg of Kindness"
"1001","HP Attachment I"
"1002","HP Attachment II"
"1003","HP Attachment III"
"1004","SP Attachment I"
"1005","SP Attachment II"
"1006","SP Attachment III"
"1007","ATK Attachment I"
"1008","ATK Attachment II"
"1009","ATK Attachment III"
"1010","DEF Attachment I"
"1011","DEF Attachment II"
"1012","DEF Attachment III"
"1013","INT Attachment I"
"1014","INT Attachment II"
"1015","INT Attachment III"
"1016","SPI Attachment I"
"1017","SPI Attachment II"
"1018","SPI Attachment III"
"1019","SPD Attachment I"
"1020","SPD Attachment II"
"1021","SPD Attachment III"
"1022","ACU Attachment I"
"1023","ACU Attachment II"
"1024","EVA Attachment I"
"1025","EVA Attachment II"
"1026","CRT Attachment I"
"1027","CRT Attachment II"
"1028","Energy Attachment I"
"1029","Energy Attachment II"
"1030","Physical Attachment I"
"1031","Physical Attachment II"
"1032","Destruction Attachment I"
"1033","Destruction Attachment II"
"1034","Soul Attachment I"
"1035","Soul Attachment II"
"1036","Vigor Attachment I"
"1037","Vigor Attachment II"
"1038","Feather Attachment I"
"1039","Feather Attachment II"
"1040","Deadly Attachment I"
"1041","Deadly Attachment II"
"1042","Curse Attachment I"
"1043","Curse Attachment II"
"1044","Attacker Attachment I"
"1045","Attacker Attachment II"
"1046","Guarder Attachment I"
"1047","Guarder Attachment II"
"1048","Flare Guard"
"1050","Aqua Guard"
"1052","Ice Guard"
"1054","Plant Guard"
"1056","Electric Guard"
"1058","Gaia Guard"
"1060","Steel Guard"
"1062","Wind Guard"
"1064","Light Guard"
"1066","Dark Guard"
"1068","Noise Guard"
"1070","Union Guard F&P"
"1071","Union Guard A&I"
"1072","Union Guard E&W"
"1073","Union Guard S&G"
"1074","Union Guard L&D"
"1091","Poison Wall"
"1092","Panic Wall"
"1093","Paralysis Wall"
"1094","Sleep Wall"
"1095","Crystal Wall"
"1096","Bug Wall"
"1097","Death Wall"
"1098","Stats Wall"
"1099","Multi-Wall"
"1114","Poison Attack"
"1115","Panic Attack"
"1116","Paralysis Attack"
