int32 0,int32 1,string3 2,string3 3,int32 4,int32 5,int32 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int32 14,int32 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,int32 24,float 25,float 26,float 27,float 28,int32 29,int32 30,string3 31,string3 32,string3 33,int32 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
20410001,-1,"","chr020",0,0,0,"","","br01","",0,0,"F01",0,0,-52.525,-4.926,-28.582,-90.998,0,0,1,1,0,0,0,0,-1,1,1,"mob01","デジモンデフォルト","rail_move_15",0,3,true,-1,"","","","","",""
20410002,-1,"","chr020",0,0,0,"","","br01","",0,0,"F01",0,0,-1.273,1.027,-24.65,-85.967,0,0,1,1,0,0,0,0,-1,1,1,"mob01","デジモンデフォルト","rail_move_11",0,3,true,-1,"","","","","",""
20410003,-1,"","chr020",0,0,0,"","","br01","",0,0,"F01",0,0,65.744,-3.915,34.674,177.933,0,0,1,1,0,0,0,0,-1,1,1,"mob01","デジモンデフォルト","rail_move_06",0,3,true,-1,"","","","","",""
20410004,-1,"","chr020",0,0,0,"","","br01","",0,0,"F01",0,0,58.442,-8.782,16.17,178.943,0,0,1,1,0,0,0,0,-1,1,1,"mob01","デジモンデフォルト","rail_move_07",0,3,true,-1,"","","","","",""
20410005,-1,"","chr020",0,0,0,"","","br01","",0,0,"F01",0,0,52.359,-6.648,-12.348,-89.994,0,0,1,1,0,0,0,0,-1,1,1,"mob01","デジモンデフォルト","rail_move_08",0,3,true,-1,"","","","","",""
20410006,-1,"","chr020",0,0,0,"","","br01","",0,0,"F01",0,0,15.163,0.68,71.953,89.417,0,0,1,1,0,0,0,0,-1,1,1,"mob01","デジモンデフォルト","rail_move_10",0,3,true,-1,"","","","","",""
20410007,-1,"","chr020",0,0,0,"","","br01","",0,0,"F01",0,0,-8.131,4.056,82.724,89.993,0,0,1,1,0,0,0,0,-1,1,1,"mob01","デジモンデフォルト","rail_move_09",0,3,true,-1,"","","","","",""
20410008,-1,"","chr316",0,0,0,"","","br01","",0,0,"F01",0,0,-78.107,-2.003,18.956,-61.465,0,0,1,1,0,0,0,0,-1,1,1,"mob01","デジモンデフォルト","rail_move_12",0,3,true,-1,"","","","","",""
20410009,-1,"","chr316",0,0,0,"","","br01","",0,0,"F01",0,0,22.792,-12.192,14.591,90.507,0,0,1,1,0,0,0,0,-1,1,1,"mob01","デジモンデフォルト","rail_move_13",0,3,true,-1,"","","","","",""
20410010,-1,"","chr457",0,0,0,"","","fe04","",0,0,"F01",0,0,53.647,-3.359,51.079,6.611,-20,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",0,3,true,-1,"","","","","",""
20410011,-1,"","chr457",0,0,0,"","","fe04","",30,90,"F01",0,0,49.728,1.551,50.493,2.973,-20,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",0,3,true,-1,"","","","","",""
20410012,-1,"","chr380",0,0,0,"","","fq01","",0,0,"F01",0,0,50.736,6.452,41.789,17.907,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",0,3,true,-1,"","","","","",""
20410013,-1,"","chr380",0,0,0,"","","fe02","",30,90,"F01",0,0,71.348,-1.967,18.959,-31.29,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",0,3,true,-1,"","","","","",""
20410014,-1,"","chr569",0,0,0,"","","fn02_02","",0,0,"F01",0,0,50.379,4.861,44.839,28.588,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",0,3,true,-1,"","","","","",""
20410015,-1,"","chr569",0,0,0,"","","f000","",0,0,"F01",0,0,70.124,0.195,8.905,311.833,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",0,3,true,-1,"","","","","",""
20410016,-1,"","chr567",0,0,0,"","","fe02","",0,0,"F01",0,0,67.031,-1.411,11.881,321.947,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",0,3,true,-1,"","","","","",""
20410017,-1,"","chr567",0,0,0,"","","fq01","",0,0,"F01",0,0,66.763,-1.428,10.275,318.499,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",0,3,true,-1,"","","","","",""
20410018,-1,"","chr070",0,0,0,"","","fq01","",0,0,"F01",0,0,67.687,-1.968,17.788,307.988,0,0,1,1,0,0,0,0,-1,1,0,"","デジモンデフォルト","",0,3,true,-1,"","","","","",""
