int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
10206001,"",-1,"elv_0001",false,"d02elv00",1,0,"","","","","",0,0,"",0,0,0,0,0
10206002,"",-1,"elv_0002",false,"d02elv00",1,0,"","","","","",0,0,"",0,0,0,0,0
10206003,"",-1,"elv_0003",false,"d02elv00",1,0,"","","","","",0,0,"",0,0,0,0,0
10206004,"",-1,"gim_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10206100,"",-1,"obj_0001",false,"d0206gear00",1,0,"","","","","",0,0,"",0,0,0,0,0
10206101,"",-1,"obj_0002",false,"d0206towergear00",1,0,"","","","","",0,0,"",0,0,0,0,0
10206102,"",-1,"obj_0003",false,"d0201thundercloud00",1,0,"","","","","",0,0,"",0,0,0,0,0
10206103,"",-1,"obj_0004",false,"d0206tower00",1,0,"","","","","",0,0,"",0,0,0,0,0
10206400,"",-1,"theater_0001",false,"f00theaterdoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
10206401,"",-1,"start_50",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
