int32 0,int32 1,string3 2,string3 3,int32 4,int32 5,int32 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int32 14,int32 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,int32 24,float 25,float 26,float 27,float 28,int32 29,int32 30,string3 31,string3 32,string3 33,int32 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
242000,1,"rumor_001","npc101aa010103",0,0,0,"","","e111","",0,0,"F01",0,0,-14.315,0,-2.659,-214.774,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242001,2,"rumor_002","npc101aa010103",0,0,0,"","","e005","",0,0,"F04",0,0,-14.315,0,-2.659,-214.774,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242002,3,"rumor_003","npc101aa010103",0,0,0,"","","e006","",0,0,"F01",0,0,-14.315,0,-2.659,-214.774,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242003,4,"rumor_004","npc101aa010103",0,0,0,"","","e011","",0,0,"F05",0,0,-14.315,0,-2.659,-214.774,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242004,5,"rumor_005","npc101aa010103",0,0,0,"","","e070","",0,0,"F07",0,0,-14.315,0,-2.659,-214.774,0,0,1,1,2,0,-1.3,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242010,1,"rumor_011","npc102dc010101",0,0,0,"","","fn01_02","",0,0,"F01",0,0,-8.069,0,-4.593,-160,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242011,2,"rumor_012","npc102dc010101",0,0,0,"","","e020","",0,0,"F01",0,0,-8.069,0,-4.593,-160,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242012,3,"rumor_013","npc102dc010101",0,0,0,"","","fn01_02","",0,0,"F01",0,0,-8.069,0,-4.593,-160,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242013,4,"rumor_014","npc102dc010101",0,0,0,"","","fn06_01","",0,0,"F01",0,0,-8.069,0,-4.593,-160,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242014,5,"rumor_015","npc102dc010101",0,0,0,"","","e109","",0,0,"F01",0,0,-8.069,0,-4.593,-160,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242020,1,"rumor_021","npc105ba010101",0,0,0,"","","e109","",0,0,"F01",0,0,-16.305,0,-5.257,-204.062,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242021,2,"rumor_022","npc105ba010101",0,0,0,"","","fn01_02","",0,0,"F01",0,0,-16.305,0,-5.257,-204.062,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242022,3,"rumor_023","npc105ba010101",0,0,0,"","","fn01_04","",0,0,"F01",0,0,-16.305,0,-5.257,-204.062,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242023,4,"rumor_024","npc105ba010101",0,0,0,"","","fn01_03","",0,0,"F01",0,0,-16.305,0,-5.257,-204.062,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242024,5,"rumor_025","npc105ba010101",0,0,0,"","","fn01_07","",0,0,"F01",0,0,-16.305,0,-5.257,-204.062,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242100,6,"rumor_100","npc102fb010303",0,0,0,"","","e109","",0,0,"F01",0,0,11.559,0,-8.443,-205.283,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242101,6,"rumor_101","npc105be010105",0,0,0,"","","fn01_02","",0,0,"F01",0,0,14.823,0,-5.895,199.555,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
242200,2,"","chr051",0,0,0,"","","fq01","",0,0,"F01",0,0,-5.95,0,-3.379,-140.498,0,0,0.2,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
242201,2,"","chr041",0,0,0,"","","fq01","",0,0,"F01",0,0,-16.175,0,-3.044,-199.318,0,0,0.2,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
242202,2,"","chr458",0,0,0,"","","fe02","",0,0,"F01",0,0,-8.253,0,-7.267,-139.918,0,0,0.2,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
242203,2,"","chr412",0,0,0,"","","bn01","",0,0,"F01",0,0,-14.457,0,-4.496,-182.123,0,0,0.2,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
242300,3,"","chr051",0,0,0,"","","fq01","",0,0,"F01",0,0,-5.95,0,-3.379,-140.498,0,0,0.2,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
242301,3,"","chr041",0,0,0,"","","fq01","",0,0,"F01",0,0,-16.175,0,-3.044,-199.318,0,0,0.2,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
242302,3,"","chr458",0,0,0,"","","fe02","",0,0,"F01",0,0,-8.253,0,-7.267,-139.918,0,0,0.2,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
242303,3,"","chr412",0,0,0,"","","bn01","",0,0,"F01",0,0,-14.457,0,-4.496,-182.123,0,0,0.2,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
242304,3,"","chr457",0,0,0,"","","fe02","",0,0,"F01",0,0,-9.572,0,-5.107,-153.913,0,0,0.2,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
242400,4,"","chr051",0,0,0,"","","fq01","",0,0,"F01",0,0,-5.95,0,-3.379,-140.498,0,0,0.2,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
242401,4,"","chr041",0,0,0,"","","fq01","",0,0,"F01",0,0,-16.175,0,-3.044,-199.318,0,0,0.2,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
242402,4,"","chr458",0,0,0,"","","fe02","",0,0,"F01",0,0,-8.253,0,-7.267,-139.918,0,0,0.2,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
