int 0,string3 1,int 2,string2 3,string2 4,bool 5,string2 6,int 7,int 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int 35,int 36,float 37,float 38,float 39,float 40,int 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int 50,int 51,int 52,int 53,string2 54,string2 55,int 56
11003100,"",10,"","",0,"d10breakdebris01",1,0,"","","","","",0,0,97.099,-0.001,30.076,0.471,0,0,1,1,"wall_cl",4.55,3,3.5,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11003101,"",10,"","",0,"d10breakdebris00",1,0,"","","","","",0,0,89.753,-0.001,21.891,41.456,0,0,1,1,"wall_cl",4.5,3,2,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11003102,"",10,"","",0,"d10breakdebris00",1,0,"","","","","",0,0,83.416,0.073,30.401,140.717,0,0,1,1,"wall_cl",4.5,3,2,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11003103,"",10,"","",0,"d10breakdebris01",1,0,"","","","","",0,0,76.135,0.045,23.209,48.723,0,0,1,1,"wall_cl",4.5,3,3.5,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11003104,"",10,"","",0,"d10breakdebris01",1,0,"","","","","",0,0,29.021,0.047,16.781,73.769,0,0,1,1,"wall_cl",4.55,3,3.5,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11003105,"",10,"","",0,"d10breakdebris00",1,0,"","","","","",0,0,11.855,0.179,10.766,41.456,0,0,1,1,"wall_cl",4.5,3,2,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11003106,"",10,"","",0,"d10breakdebris00",1,0,"","","","","",0,0,-4.608,-0.001,-7.304,222.845,0,0,1,1,"wall_cl",4.5,3,2,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11003107,"",10,"","",0,"d10breakdebris01",1,0,"","","","","",0,0,1.409,0.071,7.099,48.723,0,0,1,1,"wall_cl",4.5,3,3.5,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11003108,"",10,"","",0,"d10breakdebris01",1,0,"","","","","",0,0,-22.307,-0.001,-25.474,0.471,0,0,1,1,"wall_cl",4.55,3,3.5,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11003109,"",10,"","",0,"d10breakdebris00",1,0,"","","","","",0,0,-10.441,0.045,-15.246,34.804,0,0,1,1,"wall_cl",4.5,3,2,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11003110,"",10,"","",0,"d10breakdebris00",1,0,"","","","","",0,0,75.217,0.179,39.593,140.717,0,0,1,1,"wall_cl",4.5,3,2,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11003111,"",10,"","",0,"d10breakdebris01",1,0,"","","","","",0,0,62.7,0.054,28.556,0,0,0,1,1,"wall_cl",4.5,3,3.5,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
11003112,"",10,"","col",0,"f00iconobj00",1,0,"","","","","",0,0,109.482,0.171,32.708,0,0,0,1,1,"sybl_cl",22,4,2,1,0,0,0,0,0,0,0,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
