int32 0,int32 1,string3 2,string3 3,int32 4,int32 5,int32 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int32 14,int32 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,int32 24,float 25,float 26,float 27,float 28,int32 29,int32 30,string3 31,string3 32,string3 33,int32 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
20214001,1,"rumor_001","chr371",0,0,0,"","","bd03","chr_371damaged",0,0,"F01",2,0,-79.734,-0.514,23.851,-112.687,0,0,1,1,2,0,-0.8,-1.3,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20214002,1,"rumor_002","chr370",0,0,0,"","","bn02","",0,0,"F03",2,0,17.507,39.986,12.991,-24.223,-50,0,1,1,2,0,0.5,1,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20214003,1,"rumor_003","chr344",0,0,0,"","","bd03","chr_344damaged",0,0,"F02",0,0,-7.7,20.174,56.011,-175.778,0,0,1,1,2,0,-1.7,-3.5,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20214004,1,"rumor_004","chr758",0,0,0,"","","bd03","chr_758damaged",0,0,"F02",0,0,-12.887,20.174,71.305,-138.931,0,0,1,1,2,0,-0.5,-1,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20214005,1,"","chr758",0,0,0,"","","bd03","chr_758damaged",0,0,"F02",0,0,-13.708,20.174,71.428,-245.143,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20214006,1,"rumor_005","chr345",0,0,0,"","","bd03","chr_345damaged",0,0,"F02",0,0,49.273,19.798,-48.218,-168.292,0,0,1,1,2,1,-2.3,-3,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20214007,1,"rumor_006","chr177",0,0,0,"","","bd03","chr010_damaged",0,0,"F02",2,0,62.188,20.049,-46.081,-212.576,0,0,1,1,2,0,-1.2,-1.3,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20214008,1,"","chr758",0,0,0,"","","bn02","",0,0,"F03",0,0,65.428,19.798,-44.075,-157.967,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20214009,1,"","chr758",0,0,0,"","","bd03","chr_758damaged",0,0,"F02",0,0,64.678,19.798,-45.949,-60.779,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
20214010,1,"","chr344",0,0,0,"","","bn02","",0,0,"F02",0,0,51.24,20.049,-52.963,-14.801,0,0,1,1,0,0,0,0,-1,0,0,"","デジモンデフォルト","",1,0,true,-1,"","","","","",""
