int32 0,int32 1,int32 2,int32 3,string2 4,int32 5,int32 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int32 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int32 30,string2 31,float 32,float 33,float 34,int32 35,float 36,float 37,float 38,float 39,float 40,float 41,int32 42,int32 43,int32 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int32 52,string3 53,float 54,float 55,float 56,int32 57,float 58,float 59,float 60,float 61,float 62,float 63,int32 64,int32 65,int32 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int32 79,float 80,int32 81,float 82,float 83,string2 84,int32 85,float 86,int32 87,float 88,float 89,float 90,string2 91,int32 92,float 93,int32 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
1100301,4010002,0,-1,"",0,0,"","","","","","",109.485,0.045,28.25,160,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,1,5,0,0,0,0,0,0,0,0,0,0,360,7,3,3,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",false,true,false,false,true,true,false,0,0,0,3,2.5,"",0,2.5,0,8.5,20,5,"",0,0,0,-1,"",0,0,0,-1,"","",""
1100302,4011002,0,-1,"",0,0,"","","","","","",96.241,-0.001,24.519,50,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,1,5,0,0,0,0,0,0,0,0,0,0,360,7,3,3,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",false,true,false,false,true,true,false,0,0,0,3,2.5,"",0,2,0,9,30,5,"",0,0,0,-1,"",0,0,0,-1,"","",""
1100303,4010001,0,-1,"",0,0,"","","","","","",116.213,0.114,24.136,-90,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,1,5,0,0,0,0,0,0,0,0,0,0,360,7,3,3,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",false,true,false,false,true,true,false,0,0,0,3,2.5,"",0,1.5,0,8.5,20,5,"",0,0,0,-1,"",0,0,0,-1,"","",""
1100304,4011003,0,-1,"",0,0,"","","","","","",70.202,0.098,36.204,18.765,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,4,3,3,30,0,0,0,210,5,3,3,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,1,1,"",false,true,false,false,true,true,false,0,0,0,4,3,"",0,3,0,5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1100305,4011003,0,-1,"",0,0,"","","","","","",-23.405,-0.001,-34.033,18.765,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,4,3,3,30,0,0,0,210,5,3,3,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,1,1,"",false,true,false,false,true,true,false,0,0,0,4,2.5,"",0,3,0,5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1100306,4010002,0,-1,"",0,0,"","","","","","",-13.525,-0.001,-11.237,37.352,1,1,-1,-1,-1,-1,"symbol01","fe02","",0,0,"",0,1,"",0,10,10,0,0,360,5,3,3,30,0,0,0,210,9,3,3,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,1,1,"",false,true,false,false,true,true,false,0,0,2,5,3,"",0,1.5,0,6,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1100307,4010001,0,-1,"",0,0,"","","","","","",-0.278,-0.001,0.133,96.788,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,3,3,30,0,0,0,210,9,3,3,"","",5,1,"",0,90,-1,0,0,360,10,5,5,150,0,0,0,360,10,5,5,"",false,true,false,false,true,true,false,0,0,0,3,3,"",0,3.5,0,5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1100308,4011002,0,-1,"",0,0,"","","","","","",49.89,0.091,22.777,90.279,1,1,-1,-1,-1,-1,"symbol01","fe02","",0,0,"",0,1,"",0,10,10,0,0,360,4,3,3,30,0,0,0,360,6,3,3,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,1,1,"",false,true,false,false,true,true,false,0,0,2,4,3,"",0,2,3,7.5,3,5,"",0,0,0,-1,"",0,0,0,-1,"","",""
1100309,4011003,0,-1,"",0,0,"","","","","","",76.004,-0.001,27.859,18.765,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,4,3,3,30,0,0,0,210,5,3,3,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,1,1,"",false,true,false,false,true,true,false,0,0,0,4,1.5,"",0,3,0,5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1100310,4011003,0,-1,"",0,0,"","","","","","",81.589,0.045,37.149,18.765,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,4,3,3,30,0,0,0,210,5,3,3,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,1,1,"",false,true,false,false,true,true,false,0,0,0,4,2,"",0,3,0,5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
