string2 0,string 1
"char_EX-TYRANOMON","ExTyrannomon"
"char_LUNAMON","Lunamon"
"char_LEKISMON","Lekismon"
"char_GOLEMON","Golemon"
"char_HAGURUMON","Hagurumon"
"char_MERAMON","Meramon"
"char_AIRDRAMON","Airdramon"
"char_GARURUMON","Garurumon"
"char_BAKEMON","Bakemon"
"char_STARMON","Starmon"
"char_AQUILAMON","Aquilamon"
"char_STRIKEDRAMON","Strikedramon"
"char_MINOTAURMON","Minotarumon"
"char_TYUMON","Chuumon"
"char_DINOBEEMON","Dinobeemon"
"char_RAPTORDRAMON","Raptordramon"
"char_SANGLOUPMON","Sangloupmon"
"char_PANDAMON","Pandamon"
"char_FUNBEEMON","FunBeemon"
"char_BLACKTAILMON","BlackGatomon"
"char_CATCHMAMEMON","CatchMamemon"
"char_AGUMON","Agumon"
"char_GAWAPPAMON","Gawappamon"
"char_KAMEMON","Kamemon"
"char_KUDAMON","Kudamon"
"char_GEOGREYMON","GeoGreymon"
"char_GAOMON","Gaomon"
"char_LALAMON","Lalamon"
"char_SUNFLOWMON","Sunflowmon"
"char_MONZAEMON","Monzaemon"
"char_GAOGAMON","Gaogamon"
"char_PLATINUMNUMEMON","PlatinumNumemon"
"char_NUMEMON","Numemon"
"char_LEOMON","Leomon"
"char_REPPAMON","Reppamon"
"char_GROWMON","Growlmon"
"char_IMPMON","Impmon"
"char_ANGEMON","Angemon"
"char_OMEGAMON","Omnimon"
"char_GUILMON","Guilmon"
"char_STINGMON","Stingmon"
"char_TAILMON","Gatomon"
"char_DEVIMON","Devimon"
"char_PATAMON","Patamon"
"char_PICODEVIMON","DemiDevimon"
"char_WENDIMON","Wendigomon"
"char_TURUIEMON","Turuiemon"
"char_GANIMON","Crabmon"
"char_GOBURIMON","Goblimon"
"char_DORUMON","Dorumon"
"char_GOLDNUMEMON","GoldNumemon"
"char_V-MON","Veemon"
"char_BAOHUCKMON","BaoHuckmon"
"char_COELAMON","Coelamon"
"char_CORONAMON","Coronamon"
"char_FIRAMON","Firamon"
"char_PEGASMON","Pegasusmon"
"char_GABUMON","Gabumon"
"char_RANAMON","Lanamon"
"char_CALAMARAMON","Calmaramon"
"char_AEGIOMON","Aegiomon"
"char_AEGIOMON_PLAIN_CLOTHES","Aegiomon (Street Clothes)"
"char_AEGIOMON_NO_CAP","Aegiomon (Hatless Street Clothes)"
"char_RYUDAMON","Ryudamon"
"char_GINRYUMON","Ginryumon"
"char_ARCHNEMON","Arukenimon"
"char_DRACOMON","Dracomon"
"char_COREDRAMON_GR","Coredramon (Green)"
"char_COREDRAMON_BL","Coredramon (Blue)"
"char_KOTEMON","Kotemon"
"char_MUSYAMON","Musyamon"
"char_DOBERMON","Dobermon"
"char_DELTAMON","Deltamon"
"char_BAKUMON","Tapirmon"
"char_BEARMON","Bearmon"
"char_GRYZMON","Grizzlymon"
"char_ASTAMON","Astamon"
"char_OCTMON","Octomon"
"char_CHOROMON","Choromon"
"char_CAPROMON","Kapurimon"
"char_TENTOMON","Tentomon"
"char_KABUTERIMON","Kabuterimon"
"char_PIYOMON","Biyomon"
"char_BIRDRAMON","Birdramon"
"char_SUKAMON","Sukamon"
"char_VEGIMON","Vegiemon"
"char_DODOMON","Dodomon"
"char_BOTAMON","Botamon"
"char_POYOMON","Poyomon"
"char_WANYAMON","Wanyamon"
"char_KOROMON","Koromon"
"char_TOKOMON","Tokomon"
"char_GREYMON","Greymon"
"char_GUARDROMON","Guardromon"
"char_ANDROMON","Andromon"
"char_GOMAMON","Gomamon"
"char_IKKAKUMON","Ikkakumon"
"char_ZUDOMON","Zudomon"
"char_SEADRAMON","Seadramon"
"char_PALMON","Palmon"
"char_TOGEMON","Togemon"
"char_PLOTMON","Salamon"
"char_TYRANNOMON","Tyrannomon"
"char_XV-MON","ExVeemon"
"char_KUWAGAMON","Kuwagamon"
"char_SHELLMON","Shellmon"
"char_MONOCHROMON","Monochromon"
"char_YUKIDARUMON","Frigimon"
"char_MOJYAMON","Mojyamon"
"char_CENTALMON","Centarumon"
"char_DRIMOGEMON","Drimogemon"
"char_DIGITAMAMON","Digitamamon"
"char_NANIMON","Nanimon"
"char_WIZARDMON","Wizardmon"
"char_GERBEMON","Garbagemon"
