int32 0,int32 1,string2 2,string2 3,string2 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int32 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int32 24,float 25,float 26,float 27,float 28,float 29,int32 30,int32 31,float 32,float 33,float 34,float 35,int32 36,float 37,int32 38,float 39,int32 40,int32 41,string2 42,int32 43,string2 44,int32 45,int32 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int32 56,int32 57,int32 58,int32 59,float 60,string2 61,string2 62,string2 63
10701001,-1,"M_burinp_100","99","","chr923",0,0,"","","fn01_01","",0,0,"F01",0,0,45.59,1.134,136.731,-32.069,0,0,1,1,0,0,360,0,0,0,2,0,0,0,-1,-1,0,-1,0,0,0,"fn01_01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10701003,2,"npc_0002","2","","chr223",0,0,"","","bn01","",0,0,"F01",0,0,-0.401,0.951,101.993,-52.802,0,0,1,1,4,160,360,1,1,1,2,0,0,0,-1,2,10,2,10,2,1,"bn01",10,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10701008,-1,"npc_1000","","","chr399",0,0,"mob_turn_toplayer","","fe02","",0,0,"F01",0,0,-4.575,2.258,58.523,-15.85,0,0,1,1,0,0,0,0,0,0,2,0,0,0,-1,-1,0,-1,0,2,0,"fe02",10,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10701009,-1,"npc_1001","","","chr399",0,0,"","","bn01","",0,0,"F01",0,0,-26.647,4.843,32.069,234.294,0,0,1,1,0,0,0,0,0,0,2,0,0,0,-1,-1,0,-1,0,2,0,"bn01",10,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10701010,-1,"npc_1002","","","chr399",0,0,"","","bn01","",0,0,"F01",0,0,-61.191,6.096,-11.465,147.668,0,0,1,1,0,0,0,0,0,0,2,0,0,0,-1,-1,0,-1,0,2,0,"bn01",10,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10701011,-1,"npc_1003","","","chr399",0,0,"","","fe01","",0,0,"F01",0,0,-43.282,6.076,22.589,-54.456,0,0,1,1,0,0,0,0,0,0,2,0,0,0,-1,-1,0,-1,0,2,0,"fe01",10,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10701012,-1,"npc_1004","","","chr399",0,0,"","","bn01","",0,0,"F01",0,0,-49.682,6.077,13.597,156.938,0,0,1,1,0,0,0,0,0,0,2,0,0,0,-1,-1,0,-1,0,2,0,"bn01",10,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10701013,-1,"npc_1005","","","chr399",0,0,"","","bn01","",0,0,"F01",0,0,64.557,9.597,-43.998,98.299,0,0,1,1,0,0,0,0,0,0,2,0,0,0,-1,-1,0,-1,0,2,0,"bn01",10,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10701014,-1,"npc_1006","","","chr399",0,0,"","","fe01","",0,0,"F01",0,0,-30.877,7.121,-9.184,-82.447,0,0,1,1,0,0,0,0,0,0,2,0,0,0,-1,-1,0,-1,0,2,0,"fe01",10,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
10701015,-1,"npc_1007","","","chr399",0,0,"","","bn01","",0,0,"F01",0,0,43.537,9.571,-27.368,42.591,0,0,1,1,0,0,0,0,0,0,2,0,0,0,-1,-1,0,-1,0,2,0,"fe04",10,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
