string2 0,string 1
"40","Increases a Digimon's EXP by 5000."
"41","Increases a Digimon's EXP by 10000."
"42","Increases a Digimon's EXP by 25000."
"43","Increases a Digimon's EXP by 50000."
"44","Increases a Digimon's EXP by 100000."
"45","Increases a Digimon's Bond by 3%."
"46","Increases a Digimon's Bond by 5%."
"47","Increases a Digimon's Bond by 1%."
"48",""
"49",""
"50",""
"51",""
"52",""
"53",""
"54",""
"55",""
"56",""
"57",""
"58",""
"59","Increases a Digimon's Talent by 2."
"60","Increases a Digimon's Talent by 5."
"61","Increases a Digimon's cumulative Max HP by 50."
"62","Increases a Digimon's cumulative Max HP by 150."
"63","Increases a Digimon's cumulative Max HP by 300."
"64","Increases a Digimon's cumulative Max SP by 50."
"65","Increases a Digimon's cumulative Max SP by 150."
"66","Increases a Digimon's cumulative Max SP by 300."
"67","Increases a Digimon's cumulative ATK by 30."
"68","Increases a Digimon's cumulative ATK by 50."
"69","Increases a Digimon's cumulative ATK by 100."
"70","Increases a Digimon's cumulative DEF by 30."
"71","Increases a Digimon's cumulative DEF by 50."
"72","Increases a Digimon's cumulative DEF by 100."
"73","Increases a Digimon's cumulative INT by 30."
"74","Increases a Digimon's cumulative INT by 50."
"75","Increases a Digimon's cumulative INT by 100."
"76","Increases a Digimon's cumulative SPI by 30."
"77","Increases a Digimon's cumulative SPI by 50."
"78","Increases a Digimon's cumulative SPI by 100."
"79","Increases a Digimon's cumulative SPD by 30."
"80","Increases a Digimon's cumulative SPD by 50."
"81","Increases a Digimon's cumulative SPD by 100."
"82","A gem symbolizing prosperity.
Can be sold for a high price."
"83","A gem harvested from shellfish. Not to be confused with black
pearls produced by Syakomon.
Can be sold for a high price."
"84","A translucent, sky-blue gem of the beryl family.
Can be sold for a high price."
"85","A gem that is said to bring about rebirth.
Can be sold for a high price."
"86","A gem which changes color to blue-green in sunlight and red
under artificial light.
Can be sold for a high price."
"87","A scarlet gem of hardness rivaled only by diamond.
Can be sold for a high price."
"88","A gem that comes in all colors other than red, of hardness
rivaled only by diamond.
Can be sold for a high price."
"89","A vividly green gem of the beryl family.
Can be sold for a high price."
"90","A dreary old killjoy would say it's made of the same stuff as
what's in an ordinary pencil.
Can be sold for a high price."
"91","An incredibly rare and mysterious gem.
Can be sold for a high price."
"99",""
"105","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"106","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"107","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"108","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"109","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"110","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"111",""
"112",""
"201",""
"202",""
"203","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"204",""
"205",""
"206",""
"207",""
"208",""
"209",""
"210","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"211","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"212",""
"213","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"214",""
"215",""
"216",""
"217",""
"218",""
"219",""
"220",""
"221",""
"222","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"223","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"301","Synthesis material for farm items.
Rarity: ★"
"302","Synthesis material for farm items.
Rarity: ★★"
"303","Synthesis material for farm items.
Rarity: ★★★"
"311","Synthesis material for farm items.
Rarity: ★"
"312","Synthesis material for farm items.
Rarity: ★★"
"313","Synthesis material for farm items.
Rarity: ★★★"
"321","Synthesis material for farm items.
Rarity: ★"
"322","Synthesis material for farm items.
Rarity: ★★"
"323","Synthesis material for farm items.
Rarity: ★★★"
"331","Synthesis material for farm items.
Rarity: ★"
"332","Synthesis material for farm items.
Rarity: ★★"
"333","Synthesis material for farm items.
Rarity: ★★★"
"341","Synthesis material for farm items.
Rarity: ★"
"342","Synthesis material for farm items.
Rarity: ★★"
"343","Synthesis material for farm items.
Rarity: ★★★"
"351","Synthesis material for farm items.
Rarity: ★"
"352","Synthesis material for farm items.
Rarity: ★★"
"353","Synthesis material for farm items.
Rarity: ★★★"
"354","A highly precious and mysterious egg."
"361","A token of Merukimon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"362","A token of Vulcanusmon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"363","A token of Neptunemon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"364","A token of Venusmon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"365","A token of Bacchusmon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"366","A token of Ceresmon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"367","A token of Marsmon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"368","A token of Junomon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"369","A token of Plutomon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"370","A token of Apollomon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"371","A token of Dianamon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"372","A token of Minervamon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"373","A token of Jupitermon's trust.
Vulcanusmon may be able to create valuable equipment with it."
"501",""
"502",""
"503",""
