string2 0,string 1
"40","Increases a Digimon's EXP by 5000."
"41","Increases a Digimon's EXP by 10000."
"42","Increases a Digimon's EXP by 25000."
"43","Increases a Digimon's EXP by 50000."
"44","Increases a Digimon's EXP by 100000."
"45","Increases a Digimon's Bond by 3%."
"46","Increases a Digimon's Bond by 5%."
"47","Increases a Digimon's Bond by 1%."
"49","An inspiring heroine stands strong against all forms of adversity
/Changes personality to ""Determined"""
"50","I am Kokuto, guardian of Seiryu
/Changes personality to ""Aloof"""
"51","A depiction of the suffering that a firebird goes through until it accepts its own child
/Changes personality to ""Serious"""
"52","The vengeance of a man who is trapped in a cave and transforms into a golem
/Changes personality to ""Hard-hearted"""
"53","The tale of a lone dragon that comes into its own with the help of a stubborn man
/Changes personality to ""Caring"""
"54","A dark king who descends into hell himself in order to punish the wicked
/Changes personality to ""Stern"""
"55","A heartwarming tale about me and a mysterious boy who calls himself a prince
/Changes personality to ""Innocent"""
"56","A tale of a black goat that rampages when it wakes from sleep having transformed into a demon
/Changes personality to ""Naughty"""
"57","A fallen warrior who becomes a fiend who devours others in order to survive
/Changes personality to ""Sly"""
"58","Whimsical nuns solve a mystery at their convent
/Changes personality to ""Capricious"""
"59","Increases a Digimon's Talent by 2."
"60","Increases a Digimon's Talent by 5."
"61","Increases a Digimon's cumulative Max HP by 50."
"62","Increases a Digimon's cumulative Max HP by 150."
"63","Increases a Digimon's cumulative Max HP by 300."
"64","Increases a Digimon's cumulative Max SP by 50."
"65","Increases a Digimon's cumulative Max SP by 150."
"66","Increases a Digimon's cumulative Max SP by 300."
"67","Increases a Digimon's cumulative ATK by 30."
"68","Increases a Digimon's cumulative ATK by 50."
"69","Increases a Digimon's cumulative ATK by 100."
"70","Increases a Digimon's cumulative DEF by 30."
"71","Increases a Digimon's cumulative DEF by 50."
"72","Increases a Digimon's cumulative DEF by 100."
"73","Increases a Digimon's cumulative INT by 30."
"74","Increases a Digimon's cumulative INT by 50."
"75","Increases a Digimon's cumulative INT by 100."
"76","Increases a Digimon's cumulative SPI by 30."
"77","Increases a Digimon's cumulative SPI by 50."
"78","Increases a Digimon's cumulative SPI by 100."
"79","Increases a Digimon's cumulative SPD by 30."
"80","Increases a Digimon's cumulative SPD by 50."
"81","Increases a Digimon's cumulative SPD by 100."
"82","A gem symbolizing prosperity.
Can be sold for a high price."
"83","A gem harvested from shellfish. Not to be confused with black
pearls produced by Syakomon.
Can be sold for a high price."
"84","A translucent, sky-blue gem of the beryl family.
Can be sold for a high price."
"85","A gem that is said to bring about rebirth.
Can be sold for a high price."
"86","A gem which changes color to blue-green in sunlight and red
under artificial light.
Can be sold for a high price."
"87","A scarlet gem of hardness rivaled only by diamond.
Can be sold for a high price."
"88","A gem that comes in all colors other than red, of hardness
rivaled only by diamond.
Can be sold for a high price."
"89","A vividly green gem of the beryl family.
Can be sold for a high price."
"90","A dreary old killjoy would say it's made of the same stuff as
what's in an ordinary pencil.
Can be sold for a high price."
"91","An incredibly rare and mysterious gem.
Can be sold for a high price."
"99","Allows movement far away in an instant"
"105","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"106","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"107","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"108","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"109","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"110","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"111","Food loved by Digimon
/For Digifarm use"
"112","Food loved by Digimon
/For Digifarm use"
"201","A plugin that completes farm training and exploration
/For Digifarm use"
"202","A kit that adds more farm islands
/For Digifarm use"
"203","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"204","Food loved by Digimon
/For Digifarm use"
"205","Food loved by Digimon
/For Digifarm use"
"206","Food loved by Digimon
/For Digifarm use"
"207","Food loved by Digimon
/For Digifarm use"
"208","Food loved by Digimon
/For Digifarm use"
"209","Food loved by Digimon
/For Digifarm use"
"210","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"211","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"212","Food loved by Digimon
/For Digifarm use"
"213","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"214","Food loved by Digimon
/For Digifarm use"
"215","Food loved by Digimon
/For Digifarm use"
"216","Food loved by Digimon
/For Digifarm use"
"217","Food loved by Digimon
/For Digifarm use"
"218","Food loved by Digimon
/For Digifarm use"
"219","Food loved by Digimon
/For Digifarm use"
"220","Food loved by Digimon
/For Digifarm use"
"221","Food loved by Digimon
/For Digifarm use"
"222","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"223","Food for Digimon.
Give it to Digimon on the Digifarm to increase their Bond
bit by bit."
"301","Synthesis material for farm items.
Rarity: ★"
"302","Synthesis material for farm items.
Rarity: ★★"
"303","Synthesis material for farm items.
Rarity: ★★★"
"311","Synthesis material for farm items.
Rarity: ★"
"312","Synthesis material for farm items.
Rarity: ★★"
"313","Synthesis material for farm items.
Rarity: ★★★"
"321","Synthesis material for farm items.
Rarity: ★"
"322","Synthesis material for farm items.
Rarity: ★★"
"323","Synthesis material for farm items.
Rarity: ★★★"
"331","Synthesis material for farm items.
Rarity: ★"
