int32 0,int32 1,string2 2,string2 3,string2 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int32 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int32 24,float 25,float 26,float 27,float 28,float 29,int32 30,int32 31,float 32,float 33,float 34,float 35,int32 36,float 37,int32 38,float 39,int32 40,int32 41,string2 42,int32 43,string2 44,int32 45,int32 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int32 56,int32 57,int32 58,int32 59,float 60,string2 61,string2 62,string2 63
203001,-1,"junk_shop_0001","300","","npc105fa010107",0,0,"","","fn01_01","",0,0,"F01",0,0,-45.973,0,-21.798,1.096,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"fnt01_01",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
203002,1,"npc_0004","303","","npc004aa010101",0,0,"","","e008","",0,0,"F01",0,0,-41.463,0,-17.141,-90,0,0,1,1,4,160,360,1,1,1,2,0,0,0,-1,2,-1,-1,0,2,0,"e008",5,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
203003,7,"npc_1001","","","npc004aa010101",0,0,"","","e005","",0,0,"F01",0,0,-34.045,0,9.337,360.403,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,1,"e005",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
203004,7,"npc_1002","","","npc057aa010101",0,0,"","","e005","",0,0,"F01",0,0,-35.018,-0.001,9.464,19.149,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,1,"e005",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
203005,7,"npc_1003","","","chr195",0,0,"","","bn01","",0,0,"F01",0,0,-35.682,0,9.121,388.982,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
203006,3,"npc_0500","500","","npc006aa010101",0,0,"","","e008","",0,0,"F01",0,0,76.815,0,-11.984,-49.783,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"e008",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
203007,2,"npc_0501","501","","chr708",0,0,"","","f000","",0,0,"F01",0,0,84.651,0,-8.268,240,0,0,4,0,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"f000",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
203008,4,"npc_0502","502","char_HIROKO","npc003aa010101",0,0,"","","e008","",0,0,"F01",0,0,75.503,0,-9.669,-259.564,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"e008",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
203009,-1,"card_shop_0001","","","npc101ed010103",0,0,"","","e013","",0,0,"F01",0,0,-0.368,0,35.254,90,0,0,1,1,2,160,360,1,1,25,2,0,0,0,-1,-1,-1,-1,-1,2,0,"fn01_01",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
203010,1,"npc_0010","10","","npc017aa010101",0,0,"","","e004","",0,0,"F01",0,0,-31.528,0,37.473,-190.501,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,0,0,"e004",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
203500,6,"npc_0007","0","","npc006aa010101",0,0,"","","e012","",0,0,"F01",0,0,31.99,0,-40.509,70.234,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e012",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
