int32 0,int32 1,int32 2,string2 3,float 4,float 5,float 6,string2 7,empty 8,empty 9
105060031,-1,1,"rumor_003",15,15,10,"r_d0506_0010_0030",,
105060041,-1,1,"rumor_004",15,15,10,"r_d0506_0010_0040",,
105060051,-1,1,"rumor_005",15,15,10,"r_d0506_0010_0050",,
105060061,-1,1,"rumor_006",15,15,10,"r_d0506_0010_0060",,
105060071,-1,1,"rumor_011",15,15,10,"r_d0506_0020_0010",,
105060081,-1,1,"rumor_012",15,15,10,"r_d0506_0020_0020",,
105060091,-1,1,"rumor_013",15,15,10,"r_d0506_0020_0030",,
105060101,-1,1,"rumor_014",15,15,10,"r_d0506_0020_0040",,
105060111,-1,1,"rumor_021",15,15,10,"r_d0506_0030_0010",,
105060121,-1,1,"rumor_022",15,15,10,"r_d0506_0030_0020",,
105060131,-1,1,"rumor_023",15,15,10,"r_d0506_0030_0030",,
105060141,-1,1,"rumor_024",15,15,10,"r_d0506_0030_0040",,
