int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
10204001,"",-1,"gim_0001",false,"d0204door00",1,0,"","","","","",0,0,"",0,0,0,0,0
10204100,"",2,"obj_0001",false,"d02chair00",1,0,"","","","","",0,0,"",0,0,0,0,0
10204101,"",2,"obj_0002",false,"d02chair00",1,0,"","","","","",0,0,"",0,0,0,0,0
10204102,"",1,"obj_0003",false,"d02chair00",1,0,"","","","","",0,0,"",0,0,0,0,0
10204103,"",1,"obj_0004",false,"d02chair00",1,0,"","","","","",0,0,"",0,0,0,0,0
10204104,"",2,"obj_0005",false,"d02chair00",1,0,"","","","","",0,0,"",0,0,0,0,0
10204105,"",2,"obj_0006",false,"d02chair00",1,0,"","","","","",0,0,"",0,0,0,0,0
10204106,"",1,"obj_0007",false,"d02chair01",1,0,"","","","","",0,0,"",0,0,0,0,0
10204107,"",1,"obj_0008",false,"d02chair01",1,0,"","","","","",0,0,"",0,0,0,0,0
10204108,"",2,"obj_0009",false,"d02chair01",1,0,"","","","","",0,0,"",0,0,0,0,0
10204109,"",2,"obj_0010",false,"d02chair01",1,0,"","","","","",0,0,"",0,0,0,0,0
10204110,"",2,"obj_0011",false,"d02chair01",1,0,"","","","","",0,0,"",0,0,0,0,0
10204111,"",1,"obj_0012",false,"d02chair01",1,0,"","","","","",0,0,"",0,0,0,0,0
10204112,"",2,"obj_0013",false,"d02chair01",1,0,"","","","","",0,0,"",0,0,0,0,0
10204113,"",1,"obj_0014",false,"d02chair01",1,0,"","","","","",0,0,"",0,0,0,0,0
10204114,"",2,"obj_0015",false,"d02chair01",1,0,"","","","","",0,0,"",0,0,0,0,0
10204115,"",2,"obj_0016",false,"d02chair01",1,0,"","","","","",0,0,"",0,0,0,0,0
10204116,"",2,"obj_0017",false,"d02chair01",1,0,"","","","","",0,0,"",0,0,0,0,0
10204117,"",1,"obj_0018",false,"d02chair01",1,0,"","","","","",0,0,"",0,0,0,0,0
10204118,"",1,"obj_0019",false,"d02chair01",1,0,"","","","","",0,0,"",0,0,0,0,0
10204119,"",2,"obj_0020",false,"d02chair01",1,0,"","","","","",0,0,"",0,0,0,0,0
10204120,"",1,"obj_0021",false,"d02chair01",1,0,"","","","","",0,0,"",0,0,0,0,0
10204121,"",1,"obj_0022",false,"d02chair01",1,0,"","","","","",0,0,"",0,0,0,0,0
10204122,"",1,"obj_0023",false,"f00meatdish00",1,0,"","","","","",0,0,"",0,0,0,0,0
10204400,"",-1,"change_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10204450,"",99,"change_0002",true,"ef_f_mov_120_ga",1,0,"","","","","",0,0,"",0,0,0,0,0
