int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
20701001,"",1,"access_bs_01","",false,"chr805",1,0,"","","","bn01","",0,0,-0.339,0.505,-106.129,0,0,0,1,1,"",0,0,0,0,0,3,360,360,2,2,46,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20701002,"",1,"access_bs_02","",false,"chr805",1,0,"","","","bn01","",0,0,-0.219,0.505,-52.925,0,0,0,1,1,"",0,0,0,0,0,3,360,360,2,2,46,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20701003,"",1,"access_bs_03","",false,"chr805",1,0,"","","","bn01","",0,0,-0.189,0.505,0.16,0,0,0,1,1,"",0,0,0,0,0,3,360,360,2,2,46,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20701004,"",1,"access_bs_04","",false,"chr805",1,0,"","","","bn01","",0,0,0.08,0.505,52.936,0,0,0,1,1,"",0,0,0,0,0,3,360,360,2,2,46,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20701005,"",1,"access_bs_05","",false,"chr805",1,0,"","","","bn01","",0,0,-0.007,0.505,106.083,0,0,0,1,1,"",0,0,0,0,0,3,360,360,2,2,46,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20701006,"",1,"access_bs_06","",false,"chr805",1,0,"","","","bn01","",0,0,0.057,0.505,159.269,0,0,0,1,1,"",0,0,0,0,0,3,360,360,2,2,46,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20701100,"",-1,"tag_out01","",false,"f00iconobj00",1,0,"","","","","",0,0,-0.063,0.505,182.588,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20701101,"",-1,"tag_out02","",false,"f00iconobj00",1,0,"","","","","",0,0,0.004,0.505,-76.389,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20701102,"",-1,"tag_start01","",false,"f00iconobj00",1,0,"","","","","",0,0,-0.098,0.505,72.169,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20701103,"",-1,"tag_start02","",false,"f00iconobj00",1,0,"","","","","",0,0,0.054,0.505,34.457,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
20701104,"",-1,"tag_in01","",false,"f00iconobj00",1,0,"","","","","",0,0,-0.087,0.505,65.85,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
