int 0,string3 1,int 2,string2 3,string2 4,bool 5,string2 6,int 7,int 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int 35,int 36,float 37,float 38,float 39,float 40,int 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int 50,int 51,int 52,int 53,string2 54,string2 55,int 56
10201001,"",-1,"","0",0,"d02breakbarrel00",1,0,"","","","","",0,0,-5.7,3.053,3.542,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201002,"",-1,"","",0,"d02container00",1,0,"","","","","",0,0,-16.361,3.548,-59.49,-14.691,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201003,"",-1,"","",0,"d02container01",1,0,"","","","","",0,0,-19.318,3.548,-56.814,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201004,"",-1,"","",0,"d02container00",1,0,"","","","","",0,0,-16.201,3.548,-50.748,43.447,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201005,"",-1,"","",0,"d02container01",1,0,"","","","","",0,0,-16.6,3.548,-55.015,0.73,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201006,"",-1,"","",0,"d02container00",1,0,"","","","","",0,0,-16.804,6,-53.447,-13.104,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201007,"",-1,"","",0,"d02container00",1,0,"","","","","",0,0,-18.007,6,-57.037,20.133,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201008,"",-1,"","",0,"f00iconobj00",1,0,"","","","","",0,0,-3.157,6.5,-7.015,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201100,"",12,"lookat_01","lookat",0,"f00iconobj00",1,0,"","","","","",0,0,10.034,6.551,61.145,24.655,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,11,15,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201200,"",2,"","",0,"d0202dust01",1,0,"","","","","",0,0,-26.708,2,50.06,24.652,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201201,"",2,"","",0,"d0202dust01",1,0,"","","","","",0,0,-19.032,2,59.854,-82.934,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201202,"",2,"","",0,"d0202dust01",1,0,"","","","","",0,0,-16.459,2,46.336,-92.379,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201203,"",2,"","",0,"d0202dust01",1,0,"","","","","",0,0,-0.891,2.096,39.457,-108.005,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201204,"",2,"","",0,"d0202dust01",1,0,"","","","","",0,0,-0.596,3.5,-26.837,12.042,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201205,"",2,"","",0,"d0202dust01",1,0,"","","","","",0,0,-17.89,1.999,31.954,-20.781,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201206,"",2,"","",0,"d0202dust01",1,0,"","","","","",0,0,-16.958,1.999,30.739,-223.278,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201207,"",2,"","",0,"d0202dust01",1,0,"","","","","",0,0,-30.406,2,55.621,60.271,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201208,"",3,"obj_m350_01","",0,"d14breakdebris01",1,0,"","","","","",0,0,0.192,3.5,-27.547,0,0,0,1,1,"wall_cl",6.5,4,2.5,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
