int 0,string2 1,float 2,float 3,float 4,float 5,float 6,int 7,int 8,float 9,float 10,float 11,float 12,int 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,string2 21,int 22,int 23,int 24,int 25,string2 26,string2 27,int 28
10201001,"1",3,360,360,1,1,6,2,0,2,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201100,"100",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201101,"101",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201102,"102",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201103,"103",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201104,"104",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201106,"106",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201107,"107",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201108,"108",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201109,"109",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201110,"110",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201111,"111",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201112,"112",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201113,"113",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201114,"114",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201115,"115",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201116,"116",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201117,"117",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201118,"118",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201300,"300",2,160,360,1,1,0,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201301,"301",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201400,"400",2,160,360,1,1,34,2,0,1.1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201401,"401",2,160,360,1,1,34,2,0,1.1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201402,"402",2,160,360,1,1,34,2,0,1.1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201403,"403",2,160,360,1,1,39,2,0,1.1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201404,"404",0,0,0,1,1,0,2,0,1.1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201405,"405",2,160,360,1,1,34,2,0,-0.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201406,"406",2,160,360,1,1,0,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201800,"800",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201801,"801",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201802,"802",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201803,"803",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10201900,"900",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
