int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
10208001,"",-1,"fa_obstacles_01","fa_obj",false,"f00drum01",1,0,"","","","","",0,0,52.181,14.984,-2.226,0,0,0,1,1,"wall_cl",1.5,1,1,0.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,0.5,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0208_001","1",-1
10208002,"",-1,"fa_obstacles_02","fa_obj",false,"f00drum01",1,0,"","","","","",0,0,51.068,14.984,-3.081,60,0,0,1,1,"wall_cl",1.5,1,1,0.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,0.5,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0208_002","1",-1
10208003,"",-1,"fa_obstacles_03","fa_obj",false,"f00drum01",1,0,"","","","","",0,0,52.815,14.984,-3.482,120,0,0,1,1,"wall_cl",1.5,1,1,0.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,0.5,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0208_003","1",-1
10208004,"",-1,"fa_obstacles_04","fa_obj",false,"f00drum01",1,0,"","","","","",0,0,49.466,14.984,-5.942,40,0,0,1,1,"wall_cl",1.5,1,1,0.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,0.5,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0208_004","1",-1
10208005,"",-1,"fa_treasure_01","fa_obj",false,"d02breakbarrel00",1,0,"","","","","",0,0,-32.492,-9.3,47.256,0,0,0,1,1,"wall_cl",2,3,2,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0208_011","1",20208002
10208006,"",-1,"fa_treasure_02","fa_obj",false,"d02breakbarrel00",1,0,"","","","","",0,0,25.425,8.144,44.252,30,0,0,1,1,"wall_cl",2,3,2,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0208_012","1",20208003
10208007,"",-1,"fa_treasure_03","fa_obj",false,"d02breakbarrel00",1,0,"","","","","",0,0,47.82,12.643,27.106,0,0,0,1,1,"wall_cl",2,3,2,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0208_013","1",20208004
10208008,"",-1,"fa_treasure_04","fa_obj",false,"d02breakbarrel00",1,0,"","","","","",0,0,39.108,26.95,-38.404,0,0,0,1,1,"wall_cl",2,3,2,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,10,4,10,2,2,0,1,0,"",0,0,-1,0,"FLAG_GIMMICK_FA_D0208_014","1",20208005
10208009,"",-1,"","",false,"f00drum02",1,0,"","","","","",0,0,32.927,10.381,32.844,315,0,0,1,1,"wall_cl",2,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10208010,"",-1,"","",false,"f00drum03",1,0,"","","","","",0,0,44.715,25.379,-26.015,0,0,0,1,1,"wall_cl",2,3,2,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10208011,"",-1,"","",false,"f00drum02",1,0,"","","","","",0,0,43.195,25.382,-24.847,30,0,0,1,1,"wall_cl",2,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
