int 0,int 1,int 2,int 3,int 4,int 5,int 6,int 7
1,0,0,0,0,0,0,0
2,34,27,14,14,19,16,12
3,34,27,14,14,19,16,12
4,34,27,14,14,19,16,12
5,34,27,14,14,19,16,12
6,34,27,14,14,19,16,12
7,34,27,14,14,19,16,12
8,34,27,14,14,19,16,12
9,34,27,14,14,19,16,12
10,34,27,14,14,19,16,12
11,34,27,14,14,19,16,12
12,34,27,14,14,19,16,12
13,34,27,14,14,19,16,12
14,34,27,14,14,19,16,12
15,34,27,14,14,19,16,12
16,34,27,14,14,19,16,12
17,34,27,14,14,19,16,12
18,34,27,14,14,19,16,12
19,34,27,14,14,19,16,12
20,34,27,14,14,19,16,12
21,7,6,4,3,5,3,3
22,7,6,4,3,5,3,3
23,7,6,4,3,5,3,3
24,7,6,4,3,5,3,3
25,7,6,4,3,5,3,3
26,7,6,4,3,5,3,3
27,7,6,4,3,5,3,3
28,7,6,4,3,5,3,3
29,7,6,4,3,5,3,3
30,7,6,4,3,5,3,3
31,7,6,4,3,5,3,3
32,7,6,4,3,5,3,3
33,7,6,4,3,5,3,3
34,7,6,4,3,5,3,3
35,7,6,4,3,5,3,3
36,7,6,4,3,5,3,3
37,7,6,4,3,5,3,3
38,7,6,4,3,5,3,3
39,7,6,4,3,5,3,3
40,7,6,4,3,5,3,3
41,7,6,4,3,5,3,3
42,7,6,4,3,5,3,3
43,7,6,4,3,5,3,3
44,7,6,4,3,5,3,3
45,7,6,4,3,5,3,3
46,7,6,4,3,5,3,3
47,7,6,4,3,5,3,3
48,7,6,4,3,5,3,3
49,7,6,4,3,5,3,3
50,7,6,4,3,5,3,3
51,7,6,4,3,5,3,3
52,7,6,4,3,5,3,3
53,7,6,4,3,5,3,3
54,7,6,4,3,5,3,3
55,7,6,4,3,5,3,3
56,7,6,4,3,5,3,3
57,7,6,4,3,5,3,3
58,7,6,4,3,5,3,3
59,7,6,4,3,5,3,3
60,7,6,4,3,5,3,3
61,7,6,4,3,5,3,3
62,7,6,4,3,5,3,3
63,7,6,4,3,5,3,3
64,7,6,4,3,5,3,3
65,7,6,4,3,5,3,3
66,7,6,4,3,5,3,3
67,7,6,4,3,5,3,3
68,7,6,4,3,5,3,3
69,7,6,4,3,5,3,3
70,7,6,4,3,5,3,3
71,7,6,3,3,4,3,2
72,7,6,3,3,4,3,2
73,7,6,3,3,4,3,2
74,7,6,3,3,4,3,2
75,7,6,3,3,4,3,2
76,7,6,3,3,4,3,2
77,7,6,3,3,4,3,2
78,7,6,3,3,4,3,2
79,7,6,3,3,4,3,2
80,7,6,3,3,4,3,2
81,7,6,3,3,4,3,2
82,7,6,3,3,4,3,2
83,7,6,3,3,4,3,2
84,7,6,3,3,4,3,2
85,7,6,3,3,4,3,2
86,7,6,3,3,4,3,2
87,7,6,3,3,4,3,2
88,7,6,3,3,4,3,2
89,7,6,3,3,4,3,2
90,7,6,3,3,4,3,2
91,7,6,3,3,4,3,2
92,7,6,3,3,4,3,2
93,7,6,3,3,4,3,2
94,7,6,3,3,4,3,2
95,7,6,3,3,4,3,2
96,7,6,3,3,4,3,2
97,7,6,3,3,4,3,2
98,7,6,3,3,4,3,2
99,7,6,3,3,4,3,2
