int 0,string3 1,int 2,string2 3,string2 4,bool 5,string2 6,int 7,int 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int 35,int 36,float 37,float 38,float 39,float 40,int 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int 50,int 51,int 52,int 53,string2 54,string2 55,int 56
107001,"",-1,"","0",0,"t04barricade00",1,0,"","","","","",0,0,8.857,0.054,-6.09,82.999,0,0,1,1,"wall_cl",3,4,1.8,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
107002,"",100,"","1",0,"f00barricade00",1,0,"","","","","",0,0,9.56,-0.001,-3.01,99.118,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
107003,"",200,"","2",0,"f00barricade00",1,0,"","","","","",0,0,10.103,0.2,-2.886,-278.422,105,1,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
107004,"",50,"","3",0,"t0107mobset00",1,0,"","","","","",0,0,0,0,0,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
107005,"",50,"","3",0,"t0107mobset01",1,0,"","","","","",0,0,0,0,0,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
107006,"",1,"","1",0,"f00barricade00",1,0,"","","","","",0,0,9.686,-0.001,-2.623,99.118,0,0,1,1,"wall_cl",5,4,3,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
107007,"",-1,"","1",0,"f00iconobj00",1,0,"","","","","",0,0,9.444,0.055,-8.79,71.186,0,0,1,1,"wall_cl",3,4,1.8,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
107008,"",70,"","gate_s010_156",0,"ef_f_mov_121_ga",1,0,"","","","","",0,0,-33.18,0.054,4.561,150,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
107009,"",71,"","opengate_s010_156",0,"ef_f_mov_145_ga",1,0,"","","","","",0,0,-33.141,0.054,4.53,20,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
107010,"",80,"s010_156_start","-1",0,"f00iconobj00",1,0,"","","","","",0,0,-35.884,0.037,8.225,0,0,0,1,1,"",0,0,0,0,0,2,160,360,1,1,2,1,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
107011,"",50,"","-1",0,"f00iconobj00",1,0,"","ef_220086","","","",0,0,-10.219,0,-6.85,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
