int32 0,int32 1,int32 2,int32 3,string2 4,int32 5,int32 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int32 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int32 30,string2 31,float 32,float 33,float 34,int32 35,float 36,float 37,float 38,float 39,float 40,float 41,int32 42,int32 43,int32 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int32 52,string3 53,float 54,float 55,float 56,int32 57,float 58,float 59,float 60,float 61,float 62,float 63,int32 64,int32 65,int32 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int32 79,float 80,int32 81,float 82,float 83,string2 84,int32 85,float 86,int32 87,float 88,float 89,float 90,string2 91,int32 92,float 93,int32 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
1120101,90069,0,-1,"",0,0,"","","","","","",64.906815,3.5,-39.30691,-277.13626,1,1,-1,-1,-1,-1,"symbol01","fe03","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,100,7,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,false,false,false,0,0,2,2,6,"",0,3,0,6,12,5,"",0,3,0,-1,"",0,0,0,-1,"","",""
1120102,90389,0,-1,"",0,0,"","","","","","",-45.789036,0,-72.4574,-202.81345,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,100,7,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,false,false,false,0,0,0,3,6,"",0,3,0,6,12,5,"",0,3,0,-1,"",0,0,0,-1,"","",""
1120103,90729,0,-1,"",0,0,"","","","","","",47.49512,-5e-06,-112.7157,-54.86058,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,100,7,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,false,false,false,0,0,0,2,6,"",0,3,0,6,12,5,"",0,3,0,-1,"",0,0,0,-1,"","",""
1120104,90389,0,-1,"",0,0,"","","","","","",-12.573395,3e-06,-73.49171,-202.81345,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,100,7,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,false,false,false,0,0,0,3,6,"",0,3,0,6,12,5,"",0,3,0,-1,"",0,0,0,-1,"","",""
1120105,90113,0,-1,"",0,0,"","","","","","",54.45758,-2e-06,-109.546364,-91.42279,1,1,-1,-1,-1,-1,"symbol01","fe02","",0,0,"",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,100,5,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,2,2,6,"",0,3,1,6,12,5,"",0,3,0,-1,"",0,0,0,-1,"","",""
1120106,90729,0,-1,"",0,0,"","","","","","",24.967472,-3e-06,-105.35774,-147.54749,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,100,7,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,2,6,"",0,3,0,6,12,5,"",0,3,0,-1,"",0,0,0,-1,"","",""
1120107,90576,0,-1,"",0,0,"","","","","","",-32.473457,-1,7.777533,-12.291365,0.939416,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,100,0,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,2,6,"",0,3,0,6,12,5,"",0,3,0,-1,"",0,0,0,-1,"","",""
1120108,90576,0,-1,"",0,0,"","","","","","",-32.37778,-1,-3.837452,-12.291365,0.939416,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,100,0,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,2,6,"",0,3,0,6,12,5,"",0,3,0,-1,"",0,0,0,-1,"","",""
1120109,90576,0,-1,"",0,0,"","","","","","",-85.89946,-1,44.233505,-12.291365,0.939416,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,100,0,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,2,4,"",0,3,0,6,12,5,"",0,3,0,-1,"",0,0,0,-1,"","",""
1120110,90342,0,-1,"",0,0,"","","","","","",-21.901726,3.5,-39.013817,82.0083,0.939416,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,100,7,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,6,"",0,3,0,6,12,5,"",0,3,0,-1,"",0,0,0,-1,"","",""
1120111,90342,0,-1,"",0,0,"","","","","","",-37.60168,3.5,-35.78225,82.0083,0.939416,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,100,7,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,4,6,"",0,3,0,6,12,5,"",0,3,0,-1,"",0,0,0,-1,"","",""
1120112,90729,0,-1,"",0,0,"","","","","","",35.111748,-4e-06,-111.584915,-147.54749,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,100,7,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,2,6,"",0,3,0,6,12,5,"",0,3,0,-1,"",0,0,0,-1,"","",""
1120113,90576,0,-1,"",0,0,"","","","","","",-77.39379,-1,41.06619,-12.291365,0.939416,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,100,0,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,true,true,false,0,0,0,2,4,"",0,3,0,6,12,5,"",0,3,0,-1,"",0,0,0,-1,"","",""
