int 0,string2 1,string2 2,string2 3,string2 4,string2 5,string2 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,string2 13,string2 14,string2 15,string2 16,bool 17,bool 18,bool 19,bool 20,string2 21,int 22,string2 23,string2 24,int 25,string2 26,string2 27,int 28,string2 29,string2 30,int 31,string2 32,string2 33,int 34,string2 35,string2 36,int 37,string2 38,string2 39,int 40,string2 41,string2 42,int 43,string2 44,string2 45,int 46,string2 47,string2 48,int 49,string2 50,string2 51,int 52,int 53,int 54,int 55,int 56,int 57,int 58,int 59,int 60,int 61,int 62,int 63,int 64,int 65,int 66,int 67,int 68,int 69,int 70,int 71,bool 72,bool 73,bool 74
302000,"Common","","","","","","","","","","","","","","","",1,1,1,1,"",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302001,"A2020_dbef_40","A2020_dbef_190","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_02_020","FLAG_MAIN_02_030",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302002,"Common","","","","","","","","","","","","","","","",1,1,1,1,"",0,"","FLAG_MAIN_01_010",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302003,"A2020_dbef_40","A2020_dbef_190","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_120","FLAG_MAIN_03_150",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302004,"A2020_dbef_40","A2020_dbef_190","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_320","FLAG_MAIN_03_380",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302005,"A2020_dbef_40","A2020_dbef_190","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_022","FLAG_MAIN_03_024",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302006,"A2020_dbef_40","A2020_dbef_190","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_02_030","FLAG_MAIN_02_060",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302007,"A2020_dbef_40","A2020_dbef_190","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_020","FLAG_MAIN_03_025",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302008,"A2020_dbef_40","A2020_dbef_190","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_120","FLAG_MAIN_03_130",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302009,"A2020_dbef_40","A2020_dbef_190","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_140","FLAG_MAIN_03_150",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302010,"A2020_dbef_40","A2020_dbef_190","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_315","FLAG_MAIN_03_330",0,"FLAG_MAIN_03_370","FLAG_MAIN_03_380",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302011,"A2020_dbef_100","A2020_dbef_110","A2020_dbef_119","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_IS_CLEAR_S010_002","FLAG_S003_008",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302012,"A2020_dbef_40","A2020_dbef_190","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_170","FLAG_MAIN_03_190",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302013,"Common","","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_S003_004","FLAG_S003_006",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302015,"A2020_dbef_200","A2020_dbef_220","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_07_067","FLAG_MAIN_07_069",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302016,"Common","","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_370","FLAG_MAIN_03_380",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302017,"Common","","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_143","FLAG_MAIN_03_150",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302050,"A2020_dbef_100","A2020_dbef_110","A2020_dbef_119","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_200_147_009","FLAG_IS_CLEAR_S200_147",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302051,"A2020_dbef_100","A2020_dbef_110","A2020_dbef_119","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_200_147_001","FLAG_SUB_200_147_006",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302052,"A2020_dbef_100","A2020_dbef_110","A2020_dbef_119","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_200_147_004","FLAG_SUB_200_147_006",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302053,"A2020_dbef_119","","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_910_171_001","FLAG_SUB_910_171_002",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302054,"A2028_daft_419","","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_910_169_003","FLAG_SUB_910_169_004",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302055,"A2028_daft_419","","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_910_169_004","FLAG_SUB_910_169_007",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302056,"A2020_dbef_100","A2020_dbef_10000","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_200_147_007","FLAG_SUB_200_147_002",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302057,"A2020_dbef_100","A2020_dbef_10000","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_200_147_008","FLAG_SUB_200_147_002",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302058,"A2020_dbef_119","","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_910_171_007","FLAG_SUB_910_171_002",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302060,"A2028_daft_419","A2028_daft_10000","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_910_170_006","FLAG_SUB_910_170_007",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302061,"A2028_daft_419","A2028_daft_10000","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_910_170_013","FLAG_SUB_910_170_014",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302062,"A2020_dbef_100","A2020_dbef_110","A2020_dbef_119","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_S003_008","FLAG_S003_010",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302063,"A2020_dbef_100","A2020_dbef_110","A2020_dbef_119","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_S003_009","FLAG_S003_010",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302064,"A2028_daft_330","A2028_daft_10000","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_200_149_002","FLAG_SUB_200_149_004",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302065,"A2028_daft_330","A2028_daft_10000","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_200_149_002","FLAG_SUB_200_149_003",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302066,"A2028_daft_330","A2028_daft_10000","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_SUB_200_149_005","FLAG_SUB_200_149_006",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
302090,"A2020_dbef_40","A2020_dbef_190","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_260","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
