int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
10403300,"",-1,"ride_whip_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403301,"",-1,"ride_whip_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403302,"",-1,"ride_whip_0003",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403303,"",-1,"ride_whip_0004",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403304,"",99,"ride_fly_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403305,"",99,"ride_fly_0004",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403306,"",99,"ride_fly_0008",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403307,"",99,"ride_fly_0011",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403308,"",99,"ride_fly_0014",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403309,"",99,"ride_fly_0017",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403310,"",99,"ride_fly_0020",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403311,"",99,"ride_fly_0023",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403313,"",99,"ride_fly_0029",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403316,"",-1,"ride_whip_0009",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403317,"",-1,"ride_whip_0010",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403318,"",-1,"ride_whip_0011",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403319,"",-1,"ride_whip_0012",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403321,"",-1,"ride_whip_0005",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403322,"",-1,"ride_whip_0006",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403323,"",-1,"ride_whip_0007",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403324,"",-1,"ride_whip_0008",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403325,"",-1,"ride_whip_0013",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403326,"",-1,"ride_whip_0014",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403327,"",-1,"ride_whip_0015",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403328,"",-1,"ride_whip_0016",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403329,"",-1,"ride_whip_0017",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403330,"",-1,"ride_whip_0018",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403331,"",-1,"ride_whip_0019",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403332,"",-1,"ride_whip_0020",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403333,"",-1,"ride_whip_0021",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403334,"",-1,"ride_whip_0022",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403335,"",-1,"ride_whip_0023",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403336,"",-1,"ride_whip_0024",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403500,"",-1,"ride_whiplanding_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403501,"",-1,"ride_whiplanding_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403502,"",-1,"ride_whiplanding_0003",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403503,"",-1,"ride_whiplanding_0004",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403504,"",-1,"ride_whiplanding_0005",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403505,"",-1,"ride_whiplanding_0006",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403506,"",-1,"ride_whiplanding_0007",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403507,"",-1,"ride_whiplanding_0008",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403508,"",-1,"ride_whiplanding_0009",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403509,"",-1,"ride_whiplanding_0010",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403510,"",-1,"ride_whiplanding_0011",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403511,"",-1,"ride_whiplanding_0012",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403512,"",-1,"ride_whiplanding_0013",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403513,"",-1,"ride_whiplanding_0014",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403514,"",-1,"ride_whiplanding_0015",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403515,"",-1,"ride_whiplanding_0016",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403516,"",-1,"ride_whiplanding_0017",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403517,"",-1,"ride_whiplanding_0018",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403518,"",-1,"ride_whiplanding_0019",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403519,"",-1,"ride_whiplanding_0020",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403520,"",-1,"ride_whiplanding_0021",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403521,"",-1,"ride_whiplanding_0022",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403522,"",-1,"ride_whiplanding_0023",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10403523,"",-1,"ride_whiplanding_0024",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
