int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
11301003,"",-1,"gim_0003",false,"d13door00",1,0,"","","","","",0,0,"",0,0,0,0,0
11301004,"",-1,"gim_0004",false,"d13door00",1,0,"","","","","",0,0,"",0,0,0,0,0
11301005,"",-1,"gim_0005",false,"d13door00",1,0,"","","","","",0,0,"",0,0,0,0,0
11301006,"",-1,"gim_0006",false,"d13door00",1,0,"","","","","",0,0,"",0,0,0,0,0
11301007,"",-1,"gim_0007",false,"d13door00",1,0,"","","","","",0,0,"",0,0,0,0,0
11301008,"",-1,"gim_0008",false,"d13door01",1,0,"","","","","",0,0,"",0,0,0,0,0
11301009,"",-1,"gim_0009",false,"d13console00",1,0,"","","","","",0,0,"",0,0,0,0,0
11301010,"",-1,"gim_0010",false,"d13console00",1,0,"","","","","",0,0,"",0,0,0,0,0
11301011,"",-1,"gim_0011",false,"d13door00",1,0,"","","","","",0,0,"",0,0,0,0,0
11301400,"",-1,"change_0001",false,"d13elvdoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
11301401,"",-1,"change_0002",false,"d13elvdoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
11301500,"",-1,"theater_0001",false,"f00theaterdoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
11301501,"",-1,"start_50",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
11301900,"",-1,"gim_9000",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
