string2 0,string 1
"steam_input_title_001","Gamepad"
"steam_input_explanation_001","Official Gamepad Layout"
"steam_input_name_001","Joystick"
"steam_input_name_002","A Button"
"steam_input_name_003","B Button"
"steam_input_name_004","X Button"
"steam_input_name_005","Y Button"
"steam_input_name_006","Left Bumper"
"steam_input_name_007","Right Bumper"
"steam_input_name_008","Left Trigger"
"steam_input_name_009","Right Trigger"
"steam_input_name_010","Start"
"steam_input_name_011","Select"
"steam_input_name_012","Left Stick Click"
"steam_input_name_013","Right Stick Click"
"steam_input_name_014","D-pad Up"
"steam_input_name_015","D-pad Down"
"steam_input_name_016","D-pad Left"
"steam_input_name_017","D-pad Right"
