int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
3001100,"",-1,"obj_0001",false,"t3001farmglobe00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001200,"",-1,"script_visiblezone_01",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001201,"",-1,"script_visiblezone_02",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001202,"",-1,"script_visiblezone_03",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001203,"",-1,"script_visiblezone_04",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001204,"",-1,"script_visiblezone_05",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001205,"",-1,"script_visiblezone_06",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001206,"",-1,"script_visiblezone_07",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001207,"",-1,"script_visiblezone_08",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001208,"",-1,"script_visiblezone_09",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001209,"",-1,"script_visiblezone_10",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001210,"",-1,"script_visiblezone_11",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001211,"",-1,"script_visiblezone_32",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001212,"",-1,"script_visiblezone_33",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001213,"",-1,"script_visiblezone_34",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001214,"",-1,"script_visiblezone_35",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001215,"",-1,"script_visiblezone_36",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001216,"",-1,"script_visiblezone_37",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001217,"",-1,"script_visiblezone_38",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001400,"",-1,"change_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001401,"",-1,"change_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001402,"",-1,"change_0003",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
3001900,"",-1,"gim_9000",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
