int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
203200,"",-1,"script_setpos_junkshop",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
203201,"",-1,"script_exit_junkshop",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
203202,"",-1,"script_setpos_conv",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
203400,"",-1,"shop_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
203401,"",-1,"shop_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
203402,"",-1,"map_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
203403,"",10,"gim_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
203404,"",10,"obj_0003",false,"f00taxi01",1,0,"","","","","",0,0,"",0,0,0,0,0
203500,"",-1,"obj_0001",false,"f00autodoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
203501,"",-1,"obj_0002",false,"f00autodoor01",1,0,"","","","","",0,0,"",0,0,0,0,0
203600,"",1,"obj_2000",true,"ef_f_com_110_it",1,0,"","","","","",0,0,"",0,0,0,0,0
203601,"",2,"obj_2001",true,"ef_f_com_110_it",1,0,"","","","","",0,0,"",0,0,0,0,0
203800,"",3,"change_0001",true,"ef_f_mov_121_ga",1,0,"","","","","",0,0,"",0,0,0,0,0
