int32 0,string2 1,float 2,float 3,float 4,float 5,float 6,int32 7,int32 8,float 9,float 10,float 11,float 12,int32 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,string2 21,int32 22,int32 23,int32 24,int32 25,string2 26,string2 27,int32 28
203200,"200",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
203201,"201",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
203202,"202",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
203400,"400",2,360,360,2,2,3,2,0,1.2,0.5,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
203401,"401",2,360,360,2,2,32,2,0,1.2,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
203402,"402",2,360,360,2,2,4,2,0,1.4,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
203403,"403",3,220,360,1,1,24,2,0,1.7,-1,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
203404,"404",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
203500,"500",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
203501,"501",0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
203600,"600",2.5,160,360,2,2,2,2,0,0,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
203601,"601",2.5,160,360,2,2,2,2,0,0,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
203800,"800",2.5,160,360,2,2,27,2,0,1,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
