int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
10504001,"",-1,"duct_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10504002,"",-1,"duct_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10504030,"",-1,"elv_0001",false,"d05elv00",1,0,"d05elv_driving","","","","",0,0,"",0,0,0,0,0
10504200,"",-1,"fa_0001",false,"d05breakbox01",1,0,"","","","","",0,0,"",0,0,0,0,0
10504201,"",-1,"fa_0002",false,"d05breakbox01",1,0,"","","","","",0,0,"",0,0,0,0,0
10504350,"",-1,"gim_0050",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10504351,"",-1,"gim_0051",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10504501,"",-1,"script_digpoint01",false,"d05digpoint00",1,0,"","","","","",0,0,"",0,0,0,0,0
10504502,"",-1,"script_digpoint02",false,"d05digpoint00",1,0,"","","","","",0,0,"",0,0,0,0,0
10504503,"",-1,"script_digpoint03",false,"d05digpoint00",1,0,"","","","","",0,0,"",0,0,0,0,0
10504504,"",-1,"script_digpoint04",false,"d05digpoint00",1,0,"","","","","",0,0,"",0,0,0,0,0
10504505,"",-1,"sp_0001",true,"ef_f_com_110_it",1,0,"","","","","",0,0,"",0,0,0,0,0
10504506,"",-1,"gim_0001",false,"d05elvswitch00",1,0,"","","","","",0,0,"",0,0,0,0,0
