int32 0,string2 1,float 2,float 3,float 4,float 5,float 6,int32 7,int32 8,float 9,float 10,float 11,float 12,int32 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,string2 21,int32 22,int32 23,int32 24,int32 25,string2 26,string2 27,int32 28
10504001,"1",0,0,0,0,0,2,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10504002,"2",0,0,0,0,0,2,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10504200,"200",0,0,0,1,1,0,2,0,0,0,-1,-1,0,15,2.5,2.5,0,1,0,"",0,50,-1,0,"","",-1
10504201,"201",0,0,0,1,1,0,2,0,0,0,-1,-1,0,15,2.5,2.5,0,1,0,"",0,50,-1,0,"","",-1
10504350,"350",1.5,360,160,3,3,2,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10504351,"351",1.5,360,160,3,3,2,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10504501,"501",1.5,360,360,10,3,2,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10504502,"502",1.5,360,360,10,3,2,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10504503,"503",1.5,360,360,10,3,2,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10504504,"504",1.5,360,360,10,3,2,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10504505,"505",1.5,360,360,3,3,2,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10504506,"506",1.5,360,360,3,3,2,2,0,1.5,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
