string2 0,string 1
"10","ADAMAS"
"20","Signs of an Anomaly"
"30","The View after the End"
"40","Reunions Bring Trouble"
"50","The Time Stranger"
"60","Resonating Thoughts"
"70","Genius or Crackpot?"
"80","A Vow Made on a Starry Sky"
"90","Shinjuku Rhapsody"
"100","The In-Between"
"110","Truth Born from an Egg"
"120","To the Untrodden World"
"130","Rumble in the Underground"
"140","Gathering Storm Clouds"
"150","Incoming Conflict"
"160","Audience with an Oracle"
"170","On the Shores of Another World"
"180","The World Tree's Cry"
"190","War!"
"200","The Beginning of the End"
"210","The Defense of Nishi-Shinjuku"
"220","Revelation in the White Light"
"230","Re: The Time Stranger"
"235","8 Years"
"240","On My Life"
"250","Metamorphosis"
"260","Red Seas and Regret"
"270","Singular Point"
"280","A Promise on a Scarf"
"285","Class-S Anomalies"
"290","Too Late"
"300","The Titans' Grudge"
"310","The Destruction of All Order"
"320","The Paradise Colosseum"
"330","The Violence of Humans"
"340","Where Did the Ribbon Go?"
"350","The God of Speed's Wish"
"360","Throne of the Underworld"
"370","Absence Through Repair II"
"380","Absence Through Repair I"
"390","No Cure for Stupidity"
"400","Fire and Ice at War"
"410","The Mad Oracle"
"420","The Cycle of Time"
"430","The Clock Begins to Tick"
"440","The Final Battle over the Natural Order"
"450","To a World Far, Far Away"
