int32 0,int32 1,string3 2,string3 3,int32 4,int32 5,int32 6,string3 7,string3 8,string3 9,string2 10,float 11,float 12,string2 13,int32 14,int32 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,int32 24,float 25,float 26,float 27,float 28,int32 29,int32 30,string3 31,string3 32,string3 33,int32 34,float 35,bool 36,float 37,string2 38,string2 39,string2 40,string2 41,string2 42,string2 43
206001,1,"","mob004",0,0,1,"","","fn13","",0,0,"F01",0,0,38.763,0.054,6.938,-47.307,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206002,1,"","mob001",0,0,1,"","","fn04","",0,0,"F01",0,0,13.113,0.198,-31.489,-185.121,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206003,1,"","mob021020101",0,0,1,"","","fn31","",0,0,"F01",0,0,-55.437,0,6.249,-180.104,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206004,1,"","mob014",0,0,1,"","","fn01","",0,0,"F01",0,0,13.598,0.049,-21.544,40.359,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206005,1,"","mob015",0,0,1,"","","fn02","",0,0,"F01",0,0,66.292,0,3.479,-141.701,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206006,1,"","mob001",0,0,1,"","","fn02","",0,0,"F01",0,0,-40.525,0,5.946,-171.686,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206007,1,"","mob016",0,0,1,"","","fn02","",0,0,"F01",0,0,11.817,0.054,7.949,188.888,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206008,1,"","mob015",0,0,1,"","","fn01","",0,0,"F01",0,0,-40.631,0,4.942,5.35,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206009,1,"","mob001020101",0,0,1,"","","fn04","",0,0,"F01",0,0,14.358,0.313,-29.066,88.135,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206010,1,"","mob015",0,0,1,"","","e117","",0,0,"F01",0,0,13.34,0.051,-63.576,-160.8,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206011,1,"","mob193020101",0,0,1,"","","fn57","",0,0,"F01",0,0,-31.915,0.099,-50.009,31.904,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206012,1,"","mob063",0,0,1,"","","fn65","",0,0,"F01",0,0,10.468,0.051,-19.946,72.857,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206013,1,"","mob004010101",0,0,1,"","","fn04","",0,0,"F01",0,0,14.088,0.198,-31.609,-183.426,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206014,1,"","mob115",0,0,1,"","","fn02","",0,0,"F01",0,0,11.409,0.05,-20.485,-43.821,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206015,1,"","mob001",0,0,1,"","","fn08","",0,0,"F01",0,0,20.102,0.05,-22.089,-185.566,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206016,1,"","mob173",0,0,1,"","","ft01","",0,0,"F01",0,0,-46.925,0.054,8.239,24.595,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206017,1,"","mob021",0,0,1,"","","fn05","",0,0,"F01",0,0,14.559,0.301,-27.552,-275.456,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206018,1,"","mob081",0,0,1,"","","fn07","",0,0,"F01",0,0,71.983,0.095,1.633,-83.077,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206019,1,"","mob213",0,0,1,"","","e518","",0,0,"F01",0,0,-4.952,0.099,-12.288,42.769,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206020,1,"","mob083020101",0,0,1,"","","fn02","",0,0,"F01",0,0,16.868,0.05,-16.33,-9.32,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206021,1,"","mob001",0,0,1,"","","fn19","",0,0,"F01",0,0,28.543,0.05,-15.13,109.081,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206022,1,"","mob091",0,0,1,"","","fn02","",0,0,"F01",0,0,-46.524,0,8.585,-150.457,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206023,1,"","mob015020101",0,0,1,"","","fn01","",0,0,"F01",0,0,-9.899,0.469,-26.301,-132.17,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206024,1,"","mob001",0,0,1,"","","fn36","",0,0,"F01",0,0,66.259,-0.001,2.946,-67.457,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206025,1,"","mob193",0,0,1,"","","fn22","",0,0,"F01",0,0,-8.143,0.099,-19.346,56.843,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206026,1,"","mob041020101",0,0,1,"","","fn60","",0,0,"F01",0,0,6.771,0.053,-42.302,-154.663,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206027,1,"","mob074",0,0,1,"","","fn02","",0,0,"F01",0,0,6.828,0.052,-43.258,-2.513,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206028,1,"","mob001",0,0,1,"","","fn15","",0,0,"F01",0,0,50.818,0.053,-4.399,-59.723,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206029,1,"","mob131",0,0,1,"","","fn07","",0,0,"F01",0,0,24.419,0.051,-15.252,-8.197,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206030,1,"","mob034",0,0,1,"","","bn01","",0,0,"F01",0,0,29.009,0.05,-14.911,185.761,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206031,1,"","mob003010101",0,0,1,"","","fn06","",0,0,"F01",0,0,14.957,0.05,-24.94,5.399,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206032,1,"","mob151",0,0,1,"","","fn02","",0,0,"F01",0,0,17.193,0.054,-15.722,-158.48,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206033,1,"","mob173020101",0,0,1,"","","fn04","",0,0,"F01",0,0,-8.24,0.099,-18.687,78.008,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206034,1,"","mob051",0,0,1,"","","fn01","",0,0,"F01",0,0,-31.262,0.099,-49.96,-2.126,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206035,1,"","mob193",0,0,1,"","","fn02","",0,0,"F01",0,0,-28.155,-0.001,9.701,131.588,0,0,1,1,0,0,0,0,-1,0,0,"","","",1,0,true,-1,"","","","","",""
206036,1,"","mob001",0,0,1,"","","fw01","",0,0,"F01",0,0,23.268,0,0.073,-89.696,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_002",1,0,true,-1,"","","","","",""
206037,1,"","mob015020101",0,0,1,"","","fw01","",0,0,"F01",0,0,-1.117,-0.001,-59.2,179.591,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_005",1,0,true,-1,"","","","","",""
206038,1,"","mob153020101",0,0,1,"","","fw01","",0,0,"F01",0,0,-2.975,0,-22.392,179.638,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_001",1,0,true,-1,"","","","","",""
206039,1,"","mob003",0,0,1,"","","fw01","",0,0,"F01",0,0,-0.987,0,-73.923,179.491,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_005",1,0,true,-1,"","","","","",""
206040,1,"","mob004",0,0,1,"","","fw01","",0,0,"F01",0,0,16.416,0,-4.067,89.657,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_003",1,0,true,-1,"","","","","",""
206041,1,"","mob034010101",0,0,1,"","","fw01","",0,0,"F01",0,0,0.088,0,17.364,3.259,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_004",1,0,true,-1,"","","","","",""
206042,1,"","mob151020101",0,0,1,"","","fw01","",0,0,"F01",0,0,1.746,0,-73.93,-0.002,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_003",1,0,true,-1,"","","","","",""
206043,1,"","mob004",0,0,1,"","","fw01","",0,0,"F01",0,0,-3.26,0,22.851,179.638,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_001",1,0,true,-1,"","","","","",""
206044,1,"","mob095",0,0,1,"","","fw01","",0,0,"F01",0,0,1.745,0,-43.872,-0.002,0,0,1,1,0,0,0,0,-1,0,1,"","歩行者デフォルト","rail_move_003",1,0,true,-1,"","","","","",""
