int32 0,int32 1,string2 2,string2 3,string2 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int32 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int32 24,float 25,float 26,float 27,float 28,float 29,int32 30,int32 31,float 32,float 33,float 34,float 35,int32 36,float 37,int32 38,float 39,int32 40,int32 41,string2 42,int32 43,string2 44,int32 45,int32 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int32 56,int32 57,int32 58,int32 59,float 60,string2 61,string2 62,string2 63
103001,1,"npc_0001","1","","npc101ba010101",0,0,"","","e111","",0,0,"F01",0,0,-0.7,0,1.267,174.736,0,0,1,1,2.5,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,0,0,0,"e111",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
103002,2,"npc_0002","2","","npc102ca010101",0,0,"","","e516","",0,0,"F02",0,0,1.47,0,-18.47,174.736,0,0,1,1,2.5,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,0,0,0,"e516",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
103003,3,"npc_0003","3","","npc105fa010101",0,0,"","","e112","",0,0,"F05",0,0,-0.46,0,-36.47,174.736,0,0,1,1,2.5,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,0,0,0,"e112",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
103004,4,"npc_0004","4","","chr456",0,0,"","","fq02","",0,0,"F02",1,0,3.996,-0.001,-16.815,-25.613,0,0,1,1,3,360,360,1,1,1,2,0,0,0,-1,-1,-1,-1,0,0,0,"fq02",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
103005,21,"npc_0005","5","","npc105bf030106",0,0,"","","e013","",0,0,"F01",0,0,0.43,-0.001,-15.186,175.565,0,0,1,1,2.5,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,0,2,0,"e013",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
103006,21,"npc_0006","6","","npc101dc030104",0,0,"","","e016","",0,0,"F03",0,0,0.47,0,-38.352,-98.425,0,0,1,1,2.5,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,0,2,0,"e016",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
103007,4,"npc_0007","7","","chr374",0,0,"","","bn01","",0,0,"F01",0,0,-6.251,0.1,-42.389,-3.21,0,0,1,1,3,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,0,2,0,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
103008,4,"npc_0008","8","","chr342",0,0,"","","fq01","",0,0,"F01",0,0,4.122,0,-50.836,-37.71,0,0,1,1,3,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,0,0,0,"fq01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
103009,4,"npc_0009","9","","npc101ac010202",0,0,"","","e015","",0,0,"F01",0,0,3.458,0,-49.554,129.761,0,0,1,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e015",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
103010,4,"npc_0010","10","","npc102bc010203",0,0,"","","e012","",0,0,"F01",0,0,3.095,0,-50.15,113.187,0,0,1,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e012",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
103011,4,"npc_0011","11","","npc101ba010101",0,0,"","","e109","",0,0,"F02",0,0,5.36,0.053,-47.112,201.084,0,0,1,1,2.5,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,0,0,0,"e109",0,"F02",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
