int32 0,string2 1,string2 2,string2 3,string2 4,string2 5,string2 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,string2 13,string2 14,string2 15,string2 16,bool 17,bool 18,bool 19,bool 20,string2 21,int32 22,string2 23,string2 24,int32 25,string2 26,string2 27,int32 28,string2 29,string2 30,int32 31,string2 32,string2 33,int32 34,string2 35,string2 36,int32 37,string2 38,string2 39,int32 40,string2 41,string2 42,int32 43,string2 44,string2 45,int32 46,string2 47,string2 48,int32 49,string2 50,string2 51,int32 52,int32 53,int32 54,int32 55,int32 56,int32 57,int32 58,int32 59,int32 60,int32 61,int32 62,int32 63,int32 64,int32 65,int32 66,int32 67,int32 68,int32 69,int32 70,int32 71,bool 72,bool 73,bool 74
103001,"Common","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_03_260","FLAG_MAIN_03_263",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
103002,"Common","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_03_260","FLAG_MAIN_03_265",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
103003,"Common","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_03_260","FLAG_MAIN_03_267",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
103004,"A2028_daft_310","","","","","","","","","","","","","","","",true,true,true,true,"",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
103005,"A2028_daft_220","A2028_daft_300","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_08_005","FLAG_MAIN_08_007",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
103006,"A2028_daft_310","A2028_daft_450","Z2028_daft_220","Z2028_daft_450","P2028_daft_220","P2028_daft_450","","","","","","","","","","",true,true,true,true,"",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
103007,"A2028_daft_310","A2028_daft_440","","","","","","","","","","","","","","",true,true,true,true,"",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
103010,"A2028_daft_220","A2028_daft_300","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_08_000","FLAG_MAIN_08_005",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
103020,"A2028_daft_310","","","","","","","","","","","","","","","",true,true,true,true,"",0,"","FLAG_MAIN_11_015",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
103021,"A2028_daft_310","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_11_015","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
103050,"A2028_daft_210","A2028_daft_450","A2028_daft_419","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_110_103_002","FLAG_SUB_110_103_008",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
103051,"A2028_daft_210","A2028_daft_450","A2028_daft_419","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_110_103_005","FLAG_SUB_110_103_006",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
103052,"A2028_daft_210","A2028_daft_450","A2028_daft_419","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_110_103_001","FLAG_SUB_110_103_007",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
103053,"A2028_daft_330","A2028_daft_10000","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_040_160_001","FLAG_SUB_040_160_002",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
103054,"A2028_daft_200","A2028_daft_450","","","","","","","","","","","","","","",true,true,false,false,"",1,"FLAG_SUB_100_087_015","FLAG_SUB_110_103_001",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
103060,"A2028_daft_310","A2028_daft_440","P2028_daft_310","P2028_daft_440","Z2028_daft_310","Z2028_daft_440","","","","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_11_009","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
