int 0,int 1,string2 2,string2 3,string2 4,string2 5,int 6,int 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int 15,int 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int 24,float 25,float 26,float 27,float 28,float 29,int 30,int 31,float 32,float 33,float 34,float 35,int 36,float 37,int 38,float 39,int 40,int 41,string2 42,int 43,string2 44,int 45,int 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int 56,int 57,int 58,int 59,float 60,string2 61,string2 62,string2 63
102304,2,"npc_3014","304","","npc101dc010202",0,0,"","","e007","",0,0,"F01",0,0,-1.706,0,40.008,16.995,0,0,1,1,2.5,160,360,1,1,1,2,0,0,0.4,-1,-1,-1,-1,0,0,0,"e007",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
102305,2,"npc_3015","305","","npc105aa010101",0,0,"","","fn01_09","",0,0,"",0,0,-11.392,0.117,-33.15,276.901,0,0,1,1,2.5,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,0,0,0,"fn01_09",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
102306,2,"npc_3016","306","","npc101bb010104",0,0,"","","e013","",0,0,"F01",0,0,-6.773,0.099,-9.735,-26.979,0,0,1,1,2.5,160,360,1,1,1,2,0,-0.1,0.55,-1,-1,-1,-1,0,0,0,"e013",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
102307,2,"npc_3017","307","","npc101ec010101",0,0,"","","e012","",0,0,"F01",0,0,-7.555,0.099,-9.001,-248.479,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e012",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
102308,2,"npc_3018","308","","npc102ca010202",0,0,"","","e013","",0,0,"",0,0,1.687,0,-64.193,180.191,0,0,1,1,2.5,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,0,2,0,"e013",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
102313,2,"npc_3120","312","","npc102ca010203",0,0,"","","e012","",0,0,"F01",0,0,5.949,0,18.295,-56.054,0,0,1,1,2.5,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,-1,2,0,"e012",0,"E01_M01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
102314,2,"npc_3121","313","","npc105ba020102",0,0,"","","e008","",0,0,"F04",0,0,1.05,0,-19.066,12.556,0,0,1,1,2.5,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,-1,2,0,"e008",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
102315,2,"npc_3122","314","","npc106aa010101",0,0,"","","fn01_01","",0,0,"",0,0,-16.138,0.271,-71.493,-39.782,0,0,1,1,2.5,160,360,1,1,1,2,0,0,0,-1,-1,-1,-1,0,2,0,"fn01_01",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
102316,2,"npc_3012","0","","npc101da020301",0,0,"","","fn02_01","",0,0,"F01",0,0,-1.296,0,40.283,-39.782,0,0,1,1,0,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"fn02_01",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
102328,2,"npc_3132","","","npc105ha010101",0,0,"","","e207","",0,0,"",0,0,-13.036,0,-39.958,84.16,0,0,1,1,0,0,0,0,0,0,2,0,0,0,-1,-1,0,-1,5,0,0,"e207",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
102329,2,"npc_3133","","","npc105ha010101",0,0,"","","e207","",0,0,"",0,0,-50.335,0,-36.179,219.825,0,0,1,1,0,0,0,0,0,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e207",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
102309,3,"npc_0310","0","","npc105ed010103",0,0,"","","e507","",0,0,"",0,0,-18.038,0.261,-32.189,90,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,5,2,0,"e507",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
102310,3,"npc_0311","0","","npc105eb010104",0,0,"","","e507","",0,0,"",0,0,-19.907,0.332,-67.574,90,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,5,2,0,"e507",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
102311,3,"npc_0312","0","","npc105ef010107",0,0,"","","e507","",0,0,"",0,0,0.161,0,-75.514,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,5,2,0,"e507",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
102325,3,"npc_3129","321","","npc105ea010107",0,0,"","","e507","",0,0,"",0,0,15.931,0.269,-31.414,264.725,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"e507",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
102326,3,"npc_3130","322","","npc105eb010106",0,0,"","","e507","",0,0,"",0,0,18.89,0.267,-71.187,268.75,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"e507",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
102327,3,"npc_3131","323","","npc105ef010107",0,0,"","","e012","",0,0,"",0,0,-50.124,0.282,-78.32,373.688,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"e012",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
