int 0,int 1,int 2,int 3,string2 4,int 5,int 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int 30,string2 31,float 32,float 33,float 34,int 35,float 36,float 37,float 38,float 39,float 40,float 41,int 42,int 43,int 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int 52,string3 53,float 54,float 55,float 56,int 57,float 58,float 59,float 60,float 61,float 62,float 63,int 64,int 65,int 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int 79,float 80,int 81,float 82,float 83,string2 84,int 85,float 86,int 87,float 88,float 89,float 90,string2 91,int 92,float 93,int 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
1020501,4054002,0,-1,"",0,0,"Alert_01","","","","","",67.518,-2.348,63.997,270,1,1,-1,-1,-1,-1,"symbol01","f000","",0,0,"fe04",0,1,"",0,30,10,0,0,360,13,1,1,30,0,1,0,90,10,1,1,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,2,4,4,"",0,2,3,4,15,5,"",0,0,0,-1,"",0,0,0,-1,"","",""
1020502,4054003,0,-1,"",0,0,"","","","","","",56.4,-3.325,59.06,180,1,1,-1,-1,-1,-1,"symbol01","fe04","",0,0,"",0,1,"",0,10,10,0,0,360,0,2,2,30,0,0,0,210,2,2,2,"Alert_01","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,2,3,2,"",0,2,0,5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020503,4054004,0,-1,"",0,0,"","","","","","",61.409,-3.325,70.077,-176.825,1,1,-1,-1,-1,-1,"symbol01","fn02_02","",0,0,"",0,1,"",0,10,10,0,0,360,0,1,5,30,0,0,0,210,2,1,5,"Alert_01","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,2,4,3,"",0,2,0,7.5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020509,4054002,0,-1,"",0,0,"Alert_03","","","","","",54.636,-3.822,23.561,99.409,1,1,-1,-1,-1,-1,"symbol01","f000","",0,0,"fe04",0,1,"",0,30,10,0,0,360,6,1,12,30,0,1,0,100,7,1,12,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,2,4,2,"",0,2,3,4,12,5,"",0,0,0,-1,"",0,0,0,-1,"","",""
1020510,4054001,0,-1,"",0,0,"","","","","","",63.091,-3.713,18.614,-66.425,1,1,-1,-1,-1,-1,"symbol01","ba01","",0,0,"",0,1,"",0,10,10,0,0,360,5,5,5,30,0,0,0,210,6,5,5,"Alert_03","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,0,5,3,"",0,2,0,6.5,25,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020511,4054002,0,-1,"",0,0,"Alert_04","","","","","",66.004,-12.022,9.949,-24.613,1,1,-1,-1,-1,-1,"symbol01","f000","",0,0,"fe04",0,1,"",0,30,10,0,0,360,13,1,4,30,0,1,0,100,10,1,4,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,2,4,1,"",0,2,3,4,15,5,"",0,0,0,-1,"",0,0,0,-1,"","",""
1020512,4054003,0,-1,"",0,0,"","","","","","",62.223,-13.004,11.236,4.193,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,4,1,4,30,0,0,0,210,6,1,4,"Alert_04","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,0,3,2.5,"",0,2,0,5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020513,4054004,0,-1,"",0,0,"","","","","","",63.653,-13.004,3.698,4.1,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,4,1,5,30,0,0,0,210,6,1,5,"Alert_04","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,0,4,2.5,"",0,2,0,7.5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1020514,4054002,0,-1,"",0,0,"Alert_05","","","","","",53.499,-12.026,-14.98,76.836,1,1,-1,-1,-1,-1,"symbol01","f000","",0,0,"fe04",0,1,"",0,30,10,0,0,360,13,1,4,30,0,1,0,100,9,1,4,"","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,2,4,1,"",0,2,3,4,15,5,"",0,0,0,-1,"",0,0,0,-1,"","",""
1020515,4054003,0,-1,"",0,0,"","","","","","",50.63,-13.01,-20.15,4.193,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,1,4,30,0,0,0,210,6,1,4,"Alert_05","",0,0,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,0,3,3,"",0,2,0,5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
