int 0,int 1,string2 2,string2 3,string2 4,string2 5,int 6,int 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int 15,int 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int 24,float 25,float 26,float 27,float 28,float 29,int 30,int 31,float 32,float 33,float 34,float 35,int 36,float 37,int 38,float 39,int 40,int 41,string2 42,int 43,string2 44,int 45,int 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int 56,int 57,int 58,int 59,float 60,string2 61,string2 62,string2 63
107301,2,"npc_0001","301","","npc101eb010104",0,0,"","","e015","",0,0,"F01",0,0,-36.753,0.055,30.845,122.866,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"e015",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
107302,2,"npc_0002","302","","npc105ab010102",0,0,"","","ba02","",0,0,"F01",0,0,-28.719,0.055,27.244,-181.927,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"ba02",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
107304,2,"npc_0006","306","","npc105ha010101",0,0,"","","e507","",0,0,"F01",0,0,8.579,0,-3.741,-84.431,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"e507",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
107305,4,"npc_0007","307","","npc105ha010101",0,0,"","","e502","",0,0,"F01",0,0,7.103,-0.001,-5.903,-142.193,0,0,1,1,0,160,360,1,1,0,2,0,-0.6,0.17,-1,-1,0,-1,0,2,0,"e502",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
107306,2,"npc_0008","306","","npc105ha010101",0,0,"","","fn01_02","",0,0,"F01",0,0,34.439,0.007,-16.335,-29.275,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"fn01_02",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
107307,2,"npc_0009","306","","npc105ha010101",0,0,"","","e507","",0,0,"F01",0,0,7.972,0.055,-6.438,282.931,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"e507",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
107308,4,"npc_0011","306","","npc105ha010101",0,0,"","","fn07_01","",0,0,"F01",0,0,6.602,0.054,-7.572,-68.019,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"fn07_01",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
107309,5,"npc_0012","","","npc105ha010101",0,0,"","","e507","",0,0,"F01",0,0,-30.74,0.054,-3.28,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"e507",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
107310,5,"npc_0013","","","npc105ha010101",0,0,"","","e507","",0,0,"F01",0,0,-26.75,0.054,-1.32,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"e507",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
107311,5,"npc_0014","","","npc105ha010101",0,0,"","","e507","",0,0,"F01",0,0,-21.74,0.055,-2.6,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"e507",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
107312,5,"npc_0015","","","npc105ha010101",0,0,"","","e507","",0,0,"F01",0,0,-15.39,0.054,-4,30,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"e507",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
107313,5,"npc_0016","","","npc105ha010101",0,0,"","","e507","",0,0,"F01",0,0,-10.414,0.055,-6.944,50,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"e507",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
107314,5,"npc_0017","","","npc105ha010101",0,0,"","","e507","",0,0,"F01",0,0,-6.904,0.054,-8.723,43.763,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"e507",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
107315,5,"npc_0018","","","npc105ha010101",0,0,"","","e507","",0,0,"F01",0,0,-0.411,0.055,-17.232,41.286,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"e507",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
107316,5,"npc_0019","","","npc105ha010101",0,0,"","","e507","",0,0,"F01",0,0,-3.902,0.055,-13.581,43.234,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"e507",0,"F01",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
