int32 0,string2 1,string2 2,string2 3,string2 4,string2 5,string2 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,string2 13,string2 14,string2 15,string2 16,bool 17,bool 18,bool 19,bool 20,string2 21,int32 22,string2 23,string2 24,int32 25,string2 26,string2 27,int32 28,string2 29,string2 30,int32 31,string2 32,string2 33,int32 34,string2 35,string2 36,int32 37,string2 38,string2 39,int32 40,string2 41,string2 42,int32 43,string2 44,string2 45,int32 46,string2 47,string2 48,int32 49,string2 50,string2 51,int32 52,int32 53,int32 54,int32 55,int32 56,int32 57,int32 58,int32 59,int32 60,int32 61,int32 62,int32 63,int32 64,int32 65,int32 66,int32 67,int32 68,int32 69,int32 70,int32 71,bool 72,bool 73,bool 74
10406010,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",1,"FLAG_MAIN_22_010","FLAG_SUB_110_100_004",1,"FLAG_IS_CLEAR_S100_178","FLAG_SUB_110_100_004",1,"FLAG_SUB_100_087_015","FLAG_SUB_110_100_004",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10406011,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",1,"FLAG_MAIN_22_010","FLAG_SUB_110_100_002",1,"FLAG_IS_CLEAR_S100_178","FLAG_SUB_110_100_002",1,"FLAG_SUB_100_087_015","FLAG_SUB_110_100_002",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10406012,"A2020_dbef_180","A2020_dbef_190","A2020_dbef_199","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_110_100_002","FLAG_SUB_110_100_003",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10406013,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_110_100_003","FLAG_SUB_110_100_006",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10406014,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_110_100_006","FLAG_SUB_110_100_005",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10406050,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",1,"FLAG_SUB_030_029_001","FLAG_SUB_030_029_003",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10406051,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",1,"FLAG_SUB_030_029_001","FLAG_SUB_030_029_010",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10406052,"A2028_daft_390","A2028_daft_10000","Z2028_daft_390","","","","","","","","","","","","","",true,true,true,true,"",1,"FLAG_IS_CLEAR_S030_029","FLAG_SUB_030_031_005",1,"FLAG_MAIN_17_010","FLAG_SUB_030_031_005",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10406053,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_030_031_004","FLAG_IS_CLEAR_S030_031",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10406054,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_030_031_005","FLAG_IS_CLEAR_S030_031",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10406055,"A2020_dbef_199","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_SEEKHIROKO_START","FLAG_SUB_SEEKHIROKO_03",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10406056,"A2020_dbef_180","A2020_dbef_190","A2020_dbef_199","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_030_183_001","FLAG_IS_CLEAR_S030_183",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
10406057,"A2028_daft_419","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_SUB_030_029_001","FLAG_SUB_030_029_003",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
