int32 0,string2 1,string2 2,string2 3,string2 4,string2 5,string2 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,string2 13,string2 14,string2 15,string2 16,bool 17,bool 18,bool 19,bool 20,string2 21,int32 22,string2 23,string2 24,int32 25,string2 26,string2 27,int32 28,string2 29,string2 30,int32 31,string2 32,string2 33,int32 34,string2 35,string2 36,int32 37,string2 38,string2 39,int32 40,string2 41,string2 42,int32 43,string2 44,string2 45,int32 46,string2 47,string2 48,int32 49,string2 50,string2 51,int32 52,int32 53,int32 54,int32 55,int32 56,int32 57,int32 58,int32 59,int32 60,int32 61,int32 62,int32 63,int32 64,int32 65,int32 66,int32 67,int32 68,int32 69,int32 70,int32 71,bool 72,bool 73,bool 74
11101001,"Common","","","","","","","","","","","","","","","",true,true,true,true,"",0,"","FLAG_MAIN_01_010",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
11101002,"Common","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_03_210","FLAG_MAIN_03_220",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
11101003,"A2020_dbef_80","A2020_dbef_110","A2020_dbef_119","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_S001_001","FLAG_IS_CLEAR_S010_001",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
11101004,"Common","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_03_050","FLAG_MAIN_03_065",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
11101005,"Common","","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_S001_002","FLAG_IS_CLEAR_S010_001",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
11101006,"A2020_dbef_200","A2020_dbef_210","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_07_030","FLAG_MAIN_07_058",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
11101007,"A2020_dbef_200","A2020_dbef_220","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_07_058","FLAG_MAIN_07_059",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
11101008,"A2020_dbef_200","A2020_dbef_220","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_07_059","FLAG_MAIN_07_063",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
11101009,"A2020_dbef_200","A2020_dbef_220","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_07_065","FLAG_MAIN_07_067",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
11101010,"A2020_dbef_200","A2020_dbef_220","","","","","","","","","","","","","","",true,true,true,true,"",0,"FLAG_MAIN_07_058","FLAG_MAIN_07_058B",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,true,false,false
