int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
10207001,"",-1,"gim_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10207002,"",-1,"gim_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10207003,"",-1,"gim_0003",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10207004,"",-1,"wall_along_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10207005,"",-1,"wall_along_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10207006,"",-1,"elv_0001",false,"d02elv00",1,0,"","","","","",0,0,"",0,0,0,0,0
10207100,"",-1,"obj_0001",false,"d02gear00",1,0,"","","","","",0,0,"",0,0,0,0,0
10207101,"",-1,"obj_0002",false,"d02bridge00",1,0,"","","","","",0,0,"",0,0,0,0,0
10207102,"",-1,"obj_0003",false,"d02gear00",1,0,"","","","","",0,0,"",0,0,0,0,0
10207103,"",-1,"obj_0004",false,"d02bridge00",1,0,"","","","","",0,0,"",0,0,0,0,0
10207104,"",-1,"obj_0005",false,"d02gear00",1,0,"","","","","",0,0,"",0,0,0,0,0
10207105,"",-1,"obj_0006",false,"d02bridge00",1,0,"","","","","",0,0,"",0,0,0,0,0
10207106,"",-1,"obj_0007",false,"d0207towergear00",1,0,"","","","","",0,0,"",0,0,0,0,0
10207107,"",-1,"obj_0008",false,"d0207towergear01",1,0,"","","","","",0,0,"",0,0,0,0,0
10207108,"",-1,"obj_0009",false,"d0207towergear02",1,0,"","","","","",0,0,"",0,0,0,0,0
10207109,"",-1,"obj_0010",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10207110,"",-1,"obj_0011",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10207111,"",-1,"obj_0012",false,"f00drum02",1,0,"","","","","",0,0,"",0,0,0,0,0
10207112,"",-1,"obj_0013",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10207113,"",-1,"obj_0014",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10207114,"",-1,"obj_0015",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10207115,"",-1,"obj_0016",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10207116,"",-1,"obj_0017",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10207117,"",-1,"obj_0018",false,"f00drum02",1,0,"","","","","",0,0,"",0,0,0,0,0
10207118,"",-1,"obj_0019",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10207119,"",-1,"obj_0020",false,"f00drum00",1,0,"","","","","",0,0,"",0,0,0,0,0
10207120,"",-1,"obj_0021",false,"f00drum02",1,0,"","","","","",0,0,"",0,0,0,0,0
10207121,"",-1,"obj_0022",false,"f00drum02",1,0,"","","","","",0,0,"",0,0,0,0,0
10207122,"",-1,"obj_0023",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10207123,"",-1,"obj_0024",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10207124,"",-1,"obj_0025",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10207125,"",-1,"obj_0026",false,"f00drum02",1,0,"","","","","",0,0,"",0,0,0,0,0
10207126,"",-1,"obj_0027",false,"f00drum00",1,0,"","","","","",0,0,"",0,0,0,0,0
10207127,"",-1,"obj_0028",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10207128,"",-1,"obj_0029",false,"f00drum02",1,0,"","","","","",0,0,"",0,0,0,0,0
10207129,"",-1,"obj_0030",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
10207130,"",-1,"obj_0031",false,"f00drum03",1,0,"","","","","",0,0,"",0,0,0,0,0
