int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
10703001,"",-1,"ride_start_01","ride_geko",false,"f00iconobj00",1,0,"","","","","",0,0,-9.836,-0.01,94.353,0,0,0,1,1,"",0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10703002,"",-1,"ride_start_02","ride_geko",false,"f00iconobj00",1,0,"","","","","",0,0,32.161,6.064,41.147,0,0,0,1,1,"",0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10703003,"",-1,"ride_start_03","ride_geko",false,"f00iconobj00",1,0,"","","","","",0,0,21.069,12.587,-1.035,0,0,0,1,1,"",0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10703004,"",-1,"ride_start_04","ride_geko",false,"f00iconobj00",1,0,"","","","","",0,0,-36.276,12.734,3.369,0,0,0,1,1,"",0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10703005,"",-1,"ride_start_05","ride_geko",false,"f00iconobj00",1,0,"","","","","",0,0,-31.301,20.266,-56.664,0,0,0,1,1,"",0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10703006,"",-1,"ride_start_06","ride_geko",false,"f00iconobj00",1,0,"","","","","",0,0,-40.001,-0.007,100.673,0,0,0,1,1,"",0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10703007,"",-1,"ride_start_07","ride_geko",false,"f00iconobj00",1,0,"","","","","",0,0,17.201,0.032,99.254,0,0,0,1,1,"",0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10703008,"",-1,"ride_start_08","ride_geko",false,"f00iconobj00",1,0,"","","","","",0,0,31.824,10.057,-34.203,0,0,0,1,1,"",0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10703009,"",-1,"ride_start_09","ride_geko",false,"f00iconobj00",1,0,"","","","","",0,0,-62.733,12.845,7.703,0,0,0,1,1,"",0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
10703010,"",-1,"ride_start_10","ride_geko",false,"f00iconobj00",1,0,"","","","","",0,0,-38.548,12.835,-17.836,0,0,0,1,1,"",0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
