int32 0,int32 1,string2 2,string2 3,string2 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int32 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int32 24,float 25,float 26,float 27,float 28,float 29,int32 30,int32 31,float 32,float 33,float 34,float 35,int32 36,float 37,int32 38,float 39,int32 40,int32 41,string2 42,int32 43,string2 44,int32 45,int32 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int32 56,int32 57,int32 58,int32 59,float 60,string2 61,string2 62,string2 63
403307,6,"npc_0008","307","","chr747",0,0,"","","e053","",0,0,"F01_T01",0,1,-0.736,0.01,-2.429,77,0,0,0.73,1,2.5,60,360,1,1,1,2,0,-0.4,-0.15,-1,-1,0,-1,0,0,0,"e053",0,"",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
403308,6,"npc_0009","308","char_YUI","*Heroine",0,0,"","","e058","",0,0,"E02_M13",0,1,1.152,0.01,-2.875,-54,0,0,1,1,2,70,360,1,1,1,2,0,-0.3,-0.5,-1,-1,-1,-1,0,2,0,"e058",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
403309,6,"npc_0010","309","char_AEGIOMON_PLAIN_CLOTHES","*Aegiomon",0,0,"","","e053","",0,0,"E02_M02",0,1,-0.73,0.01,-1.628,102.985,0,0,1,1,2,60,360,1,1,1,2,0,-0.1,-0.3,-1,-1,0,-1,0,2,0,"e053",0,"",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
403312,8,"npc_0011","312","","chr747",0,0,"","","e012","",0,0,"F01",0,0,0.026,0.009,-0.609,0,0,0,0.73,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"e012",0,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
403313,8,"npc_0012","0","char_YUI","*Heroine",0,0,"","","e013","",0,0,"E01_M01",0,0,1.073,0,-0.164,-50,0,0,1,1,1.5,0,0,1,1,0,2,0,0,0,-1,-1,-1,-1,-1,2,0,"e013",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
403314,8,"npc_0013","0","char_AEGIOMON_PLAIN_CLOTHES","*Aegiomon",0,0,"","","e030","",0,0,"E02_M02",0,0,-0.938,0,-0.23,50,0,0,1,1,2,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e030",0,"",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
403319,12,"npc_0020","320","char_YUI","*Heroine",0,0,"","","fn01_01","",0,0,"F02",0,0,-1.45,0,0.456,88,0,0,1,1,2,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"fn01_01",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
403321,15,"npc_0021","0","char_YUI","*Heroine",0,0,"","","e017","",0,0,"E16_M02",0,0,0.418,0,1.548,130,0,0,1,1,0,0,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,2,0,"e017",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
403322,9,"npc_0022","0","char_HIROKO","npc003ca010101",0,0,"","","e007","",0,0,"E02_M08",0,0,2.04,0,0.911,240,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e007",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
403350,16,"npc_0030","350","char_HEROINE","*Heroine",0,0,"","","e012","",0,0,"E11_M11",0,0,-0.648,0.009,-0.623,40,0,0,1,1,2.5,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,2,0,"e012",0,"F01",0,1,true,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
