int32 0,int32 1,string2 2,string2 3,string2 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int32 15,int32 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int32 24,float 25,float 26,float 27,float 28,float 29,int32 30,int32 31,float 32,float 33,float 34,float 35,int32 36,float 37,int32 38,float 39,int32 40,int32 41,string2 42,int32 43,string2 44,int32 45,int32 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int32 56,int32 57,int32 58,int32 59,float 60,string2 61,string2 62,string2 63
11303901,-1,"","0","","chr437",0,0,"","","f003","",0,0,"F01",2,0,0.999,0.764,8.565,-184.239,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303902,-1,"","0","","chr087",0,0,"","","f000","",0,0,"F01",2,0,-4.007,0.771,-8.2,-355.613,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303903,-1,"","0","","chr512",0,0,"","","f002","",0,0,"F01",2,0,-9.022,0.803,-8.502,2.272,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303904,-1,"","0","","chr140",0,0,"","","f000","",0,0,"F01",2,0,-9.009,0.776,8.469,176.382,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303905,-1,"","0","","chr320",0,0,"","","f000","",0,0,"F01",2,0,0.999,0.788,-8.406,-8.65,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303906,-1,"","0","","chr226",0,0,"","","f000","",0,0,"F01",2,0,-26.986,0.799,3.95,122.674,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303907,-1,"","0","","chr569",0,0,"","","f004","",0,0,"F01",2,0,-19.392,0.786,8.309,181.022,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303908,-1,"","0","","chr398",0,0,"","","f000","",0,0,"F01",2,0,-24.017,0.778,7.719,157.106,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303909,-1,"","0","","chr607",0,0,"","","f001","",0,0,"F01",2,0,-14.048,0.784,-8.571,1.485,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303910,-1,"","0","","chr411",0,0,"","","f000","",0,0,"F01",2,0,-19.381,0.784,-8.44,-1.22,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303911,-1,"","0","","chr341",0,0,"","","f000","",0,0,"F01",2,0,-4.034,0.807,8.484,179.394,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303912,-1,"","0","","chr596",0,0,"","","f002","",0,0,"F01",2,0,-14.027,0.85,8.332,172.349,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"f002",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303913,-1,"","0","","chr567",0,0,"","","f000","",0,0,"F01",2,0,-27.898,0.799,0.009,86.438,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303914,-1,"","0","","chr474",0,0,"","","f002","",0,0,"F01",2,0,-23.854,0.832,-7.401,-2.174,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"f002",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303915,-1,"","0","","chr705",0,0,"","","f000","",0,0,"F01",2,0,-26.809,0.784,-3.989,67.191,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303916,1,"","0","","chr178",0,0,"","","bd03","chr178_damaged",0,0,"F01",2,0,-6.96,0,-0.608,-110,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"bd03",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303917,2,"","0","","chr178",0,0,"","","f000","",0,0,"F01",2,0,-17.437,3.43,0.006,90.923,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"f000",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303918,99,"","0","","chr492",0,0,"","","f000","",0,0,"F01",2,0,-17.341,3.422,-0.118,90.184,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"f000",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303951,51,"s200_149_002","","","chr112",0,0,"","","bn01","",0,0,"F01",0,0,-1.959,0,-4.915,210,0,0,1,1,2,160,360,1,1,0,0,0,0,0,-1,-1,0,-1,0,0,1,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11303952,52,"s200_149_003","0","","chr631",0,0,"","","bn01","",0,0,"F01",2,0,-4.042,1.737,-8.186,-357.871,0,0,1,1,0,0,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"bn01",0,"F01",0,1,false,false,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
