int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
104100,"",10,"","",false,"t0104floorcable00",1,1,"","","","","",0,0,0,0,0,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
104200,"",10,"","",false,"f00electgate00",1,0,"","","","","",0,0,-15.043,0,29.854,0,0,0,1,1,"wall_cl",1.2,2.5,1.2,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
104201,"",10,"","",false,"f00electgate00",1,0,"","","","","",0,0,-23.417,0,29.854,0,0,0,1,1,"wall_cl",1.2,2.5,1.2,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
104300,"",10,"obj_shield_a01","",false,"f00electshield00",1,0,"","","","","",0,0,-17.129,1.2,29.854,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
104301,"",10,"obj_shield_a02","",false,"f00electshield00",1,0,"","","","","",0,0,-19.26,1.2,29.854,0,0,0,1,1,"wall_cl",15,3,1,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
104302,"",10,"obj_shield_a03","",false,"f00electshield00",1,0,"","","","","",0,0,-21.444,1.2,29.854,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
104400,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,-11.531,0,6.095,180,0,0,1,1,"wall_cl",1.2,3,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
104401,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,-32.626,0,-9.835,90,0,0,1,1,"wall_cl",1.2,3,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
104402,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,-16.452,0,24.353,270,0,0,1,1,"wall_cl",1.2,3,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
104403,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,-25.397,0,27.251,180,0,0,1,1,"wall_cl",1.2,3,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
104404,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,4.637,0,4.115,180,0,0,1,1,"wall_cl",1.2,3,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
104405,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,-13.702,0,7.765,270,0,0,1,1,"wall_cl",1.2,3,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
104406,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,22.832,0,3.84,180,0,0,1,1,"wall_cl",1.2,3,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
104407,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,-33.94,0,-33.706,90,0,0,1,1,"wall_cl",1.2,3,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
104408,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,20.178,0,-18.49,0,0,0,1,1,"wall_cl",1.2,3,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
