int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
10303001,"",-1,"elv_0001",false,"f00clearelv00",1,0,"","","","","",0,0,"",0,0,0,0,0
10303100,"",-1,"obj_0001",true,"ef_f_mov_200_ws",1,0,"","","","","",0,0,"",0,0,0,0,0
10303102,"",-1,"obj_0003",false,"d03blade00",1,0,"","","","","",0,0,"",0,0,0,0,0
10303103,"",-1,"obj_0004",false,"d03blade00",1,0,"","","","","",0,0,"",0,0,0,0,0
10303104,"",-1,"obj_0005",false,"d03blade00",1,0,"","","","","",0,0,"",0,0,0,0,0
10303105,"",-1,"obj_0006",false,"d03blade00",1,0,"","","","","",0,0,"",0,0,0,0,0
10303106,"",-1,"obj_0007",false,"d03blade00",1,0,"","","","","",0,0,"",0,0,0,0,0
10303107,"",-1,"obj_0008",false,"d03blade00",1,0,"","","","","",0,0,"",0,0,0,0,0
10303108,"",-1,"obj_0009",false,"d03blade00",1,0,"","","","","",0,0,"",0,0,0,0,0
10303109,"",-1,"obj_0010",false,"d03blade00",1,0,"","","","","",0,0,"",0,0,0,0,0
10303110,"",-1,"obj_0011",false,"d03blade00",1,0,"","","","","",0,0,"",0,0,0,0,0
10303111,"",-1,"obj_0012",false,"d03blade00",1,0,"","","","","",0,0,"",0,0,0,0,0
10303400,"",-1,"change_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10303500,"",-1,"theater_0001",false,"f00theaterdoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
10303501,"",-1,"start_50",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10303502,"",-1,"theater_0002",false,"f00theaterdoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
10303503,"",-1,"start_51",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
