int 0,int 1,string2 2,string2 3,string2 4,string2 5,int 6,int 7,string2 8,string2 9,string2 10,string2 11,float 12,float 13,string2 14,int 15,int 16,float 17,float 18,float 19,float 20,float 21,float 22,float 23,int 24,float 25,float 26,float 27,float 28,float 29,int 30,int 31,float 32,float 33,float 34,float 35,int 36,float 37,int 38,float 39,int 40,int 41,string2 42,int 43,string2 44,int 45,int 46,bool 47,bool 48,float 49,float 50,float 51,float 52,float 53,float 54,string3 55,int 56,int 57,int 58,int 59,float 60,string2 61,string2 62,string2 63
11102303,1,"hiroko","0","char_HIROKO","npc003aa010101",0,0,"","","fd01_02","",0,0,"F01",0,0,-121.983,4.999,-39.181,30,0,0,1,1,2,160,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"fd01_02",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102304,2,"hiroko_2","304","char_HIROKO","npc003aa010101",0,0,"","","fd01_01","",0,0,"F01",2,0,-117.717,4.999,-34.638,240,0,0,1,1,2,160,360,1,1,1,2,0,-0.8,0,-1,-1,0,-1,0,0,0,"fd01_01",0,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102307,3,"elek_02","0","char_ELECMON","chr563",0,0,"","","bn02","",0,0,"F02",0,0,72.16,3,37.785,160,0,0,1,1,2,160,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"bn02",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102308,99,"heroine_02","0","char_YUI","*Heroine",0,0,"","","e017","",0,0,"F01",0,0,73.12,3,34.903,-16.5,0,0,1,1,2,160,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e017",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102309,4,"nume_001","0","char_NUMEMON","chr070",0,0,"","","bs02","",0,0,"F01",0,0,-25.6,0,-0.49,-120,0,0,1,1,2,160,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102310,4,"nume_002","0","char_NUMEMON","chr070",0,0,"","","br01","",0,0,"F01",0,0,-28.23,0,2.53,-150,0,0,1,1,2,160,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"br01",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102311,4,"hiroko_002","0","char_HIROKO","npc003aa010101",0,0,"","","fd01_01","",0,0,"F01",0,0,-29.62,0,-1.34,50,0,0,1,1,2,160,0,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"fd01_01",0,"",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102312,5,"Giru_02","312","","chr090",0,0,"","","bn01","",0,0,"F01",0,0,-120.962,4.999,-29.794,179.05,0,0,1,1,4,160,360,1,1,1,2,0,0,0,-1,-1,0,-1,0,0,0,"bn01",0,"",0,1,1,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102313,6,"hiroko_003","0","","npc003aa010101",0,0,"","","e008","",0,0,"F01",0,0,-122.119,4.999,-33.128,0,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e008",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
11102314,6,"koan_01","0","","npc007aa010101",0,0,"","","e012","",0,0,"F01",0,0,-119.956,4.999,-33.008,0,0,0,1,1,2,160,360,1,1,0,2,0,0,0,-1,-1,0,-1,0,0,0,"e012",0,"F01",0,1,0,0,0,0,0,0,0,0,"",0,0,-1,0,-1,"","",""
