int 0,string2 1,string2 2,string2 3,string2 4,string2 5,string2 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,string2 13,string2 14,string2 15,string2 16,bool 17,bool 18,bool 19,bool 20,string2 21,int 22,string2 23,string2 24,int 25,string2 26,string2 27,int 28,string2 29,string2 30,int 31,string2 32,string2 33,int 34,string2 35,string2 36,int 37,string2 38,string2 39,int 40,string2 41,string2 42,int 43,string2 44,string2 45,int 46,string2 47,string2 48,int 49,string2 50,string2 51,int 52,int 53,int 54,int 55,int 56,int 57,int 58,int 59,int 60,int 61,int 62,int 63,int 64,int 65,int 66,int 67,int 68,int 69,int 70,int 71,bool 72,bool 73,bool 74
11102000,"Common","","","","","","","","","","","","","","","",1,1,1,1,"",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
11102001,"Common","","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_02_020","FLAG_MAIN_02_050",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
11102002,"Common","","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_02_050","FLAG_MAIN_02_070",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
11102003,"Common","","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_02_020","FLAG_MAIN_02_060",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
11102004,"Common","","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_03_110","FLAG_MAIN_03_120",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
11102005,"A2020_dbef_100","A2020_dbef_110","A2020_dbef_119","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_S003_003","FLAG_S003_006",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
11102006,"A2020_dbef_100","A2020_dbef_110","A2020_dbef_119","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_S003_004","FLAG_S003_006",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
11102007,"A2020_dbef_200","A2020_dbef_220","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_07_060","FLAG_MAIN_07_065",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
11102008,"A2020_dbef_200","A2020_dbef_220","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_07_061","FLAG_MAIN_07_065",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
11102009,"A2020_dbef_200","A2020_dbef_220","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_07_065","FLAG_MAIN_07_067",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
11102010,"A2020_dbef_200","A2020_dbef_220","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_07_065","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
11102011,"A2020_dbef_200","A2020_dbef_220","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_07_067","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
11102012,"A2020_dbef_200","A2020_dbef_220","","","","","","","","","","","","","","",1,1,1,1,"",0,"FLAG_MAIN_07_061","FLAG_MAIN_07_061B",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0
