int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
105001,"",2,"hazama_gate01","h211_070",false,"ef_f_mov_121_ga",1,0,"","","","","",0,0,-0.2,1.2,-52,-0.484,0,0,1,1,"",0,0,0,0,0,2,360,360,2,2,27,2,0,1.5,0,-1,10,-1,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105002,"",-1,"floor_icon_01","",false,"f00iconobj00",1,0,"","","","","",0,0,-0.011,5.2,-10.861,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105003,"",-1,"floor_icon_02","",false,"f00iconobj00",1,0,"","","","","",0,0,0.009,5.2,13.108,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105100,"",10,"","",false,"t0105floorcable00",1,1,"","","","","",0,0,0,0,0,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105200,"",10,"","",false,"f00electgate00",1,0,"","","","","",0,0,11.01,0,238,0,0,0,1,1,"wall_cl",7,4,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105201,"",10,"","",false,"f00electgate00",1,0,"","","","","",0,0,-10.983,0,61.849,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105202,"",10,"","",false,"f00electgate00",1,0,"","","","","",0,0,10.974,0,-65.33,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105203,"",10,"","",false,"f00electgate00",1,0,"","","","","",0,0,-11.036,0,-65.653,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105300,"",10,"obj_shield_a01","",false,"f00electshield00",1,0,"","","","","",0,0,9.485,1.2,238,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105301,"",10,"obj_shield_a02","",false,"f00electshield00",1,0,"","","","","",0,0,12.467,1.2,238,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105302,"",10,"obj_shield_b01","",false,"f00electshield00",1,0,"","","","","",0,0,-12.476,1.2,61.849,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105303,"",10,"obj_shield_b02","",false,"f00electshield00",1,0,"","","","","",0,0,-9.551,1.2,61.849,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105304,"",10,"obj_shield_c01","",false,"f00electshield00",1,0,"","","","","",0,0,9.621,1.2,-65.33,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105305,"",10,"obj_shield_c02","",false,"f00electshield00",1,0,"","","","","",0,0,12.36,1.2,-65.33,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105306,"",10,"obj_shield_d01","",false,"f00electshield00",1,0,"","","","","",0,0,-12.422,1.2,-65.653,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105307,"",10,"obj_shield_d02","",false,"f00electshield00",1,0,"","","","","",0,0,-9.618,1.2,-65.653,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105400,"",10,"barrierdevice_access01","",false,"f00barrier00",1,0,"","","","e001","",0,0,4.038,1.27,-46.349,90,0,0,1,1,"wall_cl",4,3,4,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105401,"",10,"barrierdevice_access02","",false,"f00barrier00",1,0,"","","","e001","",0,0,-4.109,1.222,-46.384,270,0,0,1,1,"wall_cl",4,3,4,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105402,"",10,"barrierdevice_access03","",false,"f00barrier00",1,0,"","","","e001","",0,0,-3.884,1.239,3.154,270,0,0,1,1,"wall_cl",4,3,4,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105403,"",10,"barrierdevice_access04","",false,"f00barrier00",1,0,"","","","e001","",0,0,3.268,1.239,3.109,90,0,0,1,1,"wall_cl",4,3,4,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105500,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,-1.471,1.233,-52.406,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105501,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,0.911,1.233,-52.406,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105502,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,3.602,1.233,-21.824,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105503,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,-4.231,1.233,-21.646,0,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105504,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,-0.008,1.151,1.734,180,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105505,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,-2.973,1.233,49.7,180,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105506,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,2.501,1.233,49.71,180,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105507,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,0.451,9.212,-32.728,90,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105508,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,13.954,9.188,-12.507,180,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105509,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,6.949,9.212,-30.003,180,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105510,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,-5.348,9.212,-45.206,90,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
105511,"",10,"","",false,"d10evobject00",1,0,"","","","","",0,0,-0.994,9.212,-4.977,90,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
