int 0,int 1,int 2,int 3,string2 4,int 5,int 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int 30,string2 31,float 32,float 33,float 34,int 35,float 36,float 37,float 38,float 39,float 40,float 41,int 42,int 43,int 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int 52,string3 53,float 54,float 55,float 56,int 57,float 58,float 59,float 60,float 61,float 62,float 63,int 64,int 65,int 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int 79,float 80,int 81,float 82,float 83,string2 84,int 85,float 86,int 87,float 88,float 89,float 90,string2 91,int 92,float 93,int 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
1110201,4040002,0,1,"",0,0,"","","","","","",21.542,-0.04,-30.04,136.47,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,11,1,1,30,0,0,0,210,12,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,15,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,1,1.8,5,"rail_move_02",1,1,0,2.5,20,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1110202,4040002,0,99,"",0,0,"","","","","","",15.853,-0.001,-7.297,69.017,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,11,1,1,30,0,0,0,210,12,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,15,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,0,1.8,3,"",0,2,0,2.5,30,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1110203,4040007,0,1,"",0,0,"","","","","","",42.265,4.201,18.377,90,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,6,1,6,30,0,0,0,210,7,1,6,"","",0,1,"",0,30,-1,0,0,360,0,0,0,15,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,1,5,7,"rail_move_026",0,2,0,6.5,10,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1110204,4040010,0,99,"",0,0,"","","","","","",21.341,-3,-73.175,181.291,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,11,5,1,30,0,0,0,180,12,5,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,15,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,0,2,3,"",0,5,0,8,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1110205,4040001,0,99,"",0,0,"2","","","","","",-9.488,0,31.705,-95.335,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,11,2.5,1,30,0,0,0,180,12,2.5,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,15,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,1,3,6,"rail_move_05",0,2,4,8,15,5,"rail_move_00",0,2,0,-1,"",0,0,0,-1,"","",""
1110206,4040009,0,1,"",0,0,"","","","","","",-13.643,4.001,11.751,0,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,5,2.5,5,30,0,0,0,210,6,2.5,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,15,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,1,5,4,"rail_move_020",0,2,0,6.5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1110207,4040008,0,1,"",0,0,"","","","","","",50.209,-3.001,-69.567,86.398,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,11,1,1,30,0,0,0,210,12,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,15,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,0,1.8,8,"rail_move_08",0,2,0,2.5,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1110208,4040007,0,1,"",0,0,"","","","","","",48.039,2.344,-48.121,-90.001,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba01",0,1,"",0,10,10,0,0,360,9,1,7,30,0,0,0,210,10,1,7,"","",0,1,"",0,30,-1,0,0,360,0,0,0,15,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,3,0,1,5,5,"rail_move_025",0,2,0,6.5,10,5,"rail_move_025",0,2,0,-1,"",0,0,0,-1,"","",""
1110209,4040006,0,1,"",0,0,"","","","","","",-9.33,-3,-77.542,181.291,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,10,10,0,0,360,11,1,1,30,0,0,0,210,12,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,15,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,0,1.8,7,"rail_move_03",0,2,0,2.5,10,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
1110210,4040005,0,1,"",0,0,"3","","","","","",51.563,-3.001,-60.82,210,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"",0,1,"",0,25,20,0,0,360,12,1,1,30,0,0,0,210,8,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,15,0,0,0,0,0,0,0,"",0,1,0,0,1,1,0,0,0,2,3,5,"",0,2,4,6,15,5,"",0,2,0,-1,"",0,0,0,-1,"","",""
