int32 0,string3 1,int32 2,string2 3,bool 4,string2 5,int32 6,int32 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,string2 15,float 16,float 17,float 18,float 19,float 20
10907400,"",-1,"theater_0001",false,"f00theaterdoor00",1,0,"","","","","",0,0,"",0,0,0,0,0
10907401,"",-1,"start_50",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10907001,"",-1,"obj_0001",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10907002,"",-1,"obj_0002",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10907003,"",-1,"obj_0003",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10907004,"",-1,"obj_0004",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10907005,"",-1,"obj_0005",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10907006,"",-1,"obj_0006",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10907007,"",-1,"obj_0007",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
10907008,"",-1,"obj_0008",false,"f00iconobj00",1,0,"","","","","",0,0,"",0,0,0,0,0
