int32 0,int32 1,int32 2,int32 3,string2 4,int32 5,int32 6,string2 7,string2 8,string2 9,string2 10,string2 11,string2 12,float 13,float 14,float 15,float 16,float 17,int32 18,float 19,float 20,float 21,float 22,string2 23,string2 24,string2 25,float 26,float 27,string2 28,float 29,int32 30,string2 31,float 32,float 33,float 34,int32 35,float 36,float 37,float 38,float 39,float 40,float 41,int32 42,int32 43,int32 44,float 45,float 46,float 47,float 48,string2 49,string2 50,float 51,int32 52,string3 53,float 54,float 55,float 56,int32 57,float 58,float 59,float 60,float 61,float 62,float 63,int32 64,int32 65,int32 66,float 67,float 68,float 69,float 70,string2 71,bool 72,bool 73,bool 74,bool 75,bool 76,bool 77,bool 78,int32 79,float 80,int32 81,float 82,float 83,string2 84,int32 85,float 86,int32 87,float 88,float 89,float 90,string2 91,int32 92,float 93,int32 94,float 95,string2 96,float 97,float 98,float 99,float 100,string2 101,string2 102,string2 103
1050401,4070001,0,-1,"",0,0,"","","","","","",60.273186,7.557297,-17.092527,9.56366,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,60,6,2.5,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,false,false,false,0,0,1,4,10,"rail_move_08",0,3,0,6,15,15,"",0,3,0,-1,"",0,0,0,-1,"","",""
1050402,4070001,0,-1,"",0,0,"","","","","","",73.42463,10.752468,32.8772,9.56366,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,60,6,2.5,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,false,false,false,0,0,1,4,10,"rail_move_03",0,3,0,6,15,15,"",0,3,0,-1,"",0,0,0,-1,"","",""
1050403,4070001,0,-1,"",0,0,"","","","","","",26.993975,8.183059,-17.634388,157.55132,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,120,10,5,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,false,false,false,3,0,1,6,5,"rail_move_05",0,3,0,7,15,15,"",0,3,0,-1,"",0,0,0,-1,"","",""
1050404,4070001,0,-1,"",0,0,"","","","","","",-4.11378,-4.717542,-23.570604,157.55132,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,120,10,5,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,false,false,false,3,0,1,6,5,"rail_move_06",0,3,0,7,15,15,"",0,3,0,-1,"",0,0,0,-1,"","",""
1050405,4070001,0,-1,"",0,0,"","","","","","",45.013233,-16.889498,23.167221,169.20445,2,0,-1,-1,-1,-1,"symbol01","bn01","",0,0,"fe04",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,120,10,1,5,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,false,false,false,3,0,1,8,0,"rail_move_02",0,3,0,7,15,15,"",0,3,0,-1,"",0,0,0,-1,"","",""
1050406,4070001,0,-1,"",0,0,"","","","","","",52.379047,-16.65936,17.03903,-32.660793,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,120,20,3,3,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,false,false,false,0,0,2,0,0,"",0,0,3,0,0,0,"",0,3,0,-1,"",0,0,0,-1,"","",""
1050407,4070001,0,-1,"",0,0,"","","","","","",53.270615,-16.889498,25.741543,258.9831,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,120,20,3,3,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,false,false,false,0,0,0,3,4,"",0,3,3,0,0,0,"",0,3,0,-1,"",0,0,0,-1,"","",""
1050408,4070001,0,-1,"",0,0,"","","","","","",43.60076,-16.803413,28.43334,85.27481,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,120,20,3,3,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,false,false,false,0,0,0,3,4,"",0,3,3,0,0,0,"",0,3,0,-1,"",0,0,0,-1,"","",""
1050409,4070001,0,-1,"",0,0,"","","","","","",-77.45496,-8.071999,35.05049,-202.97276,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,60,10,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,false,false,false,0,0,0,6,6,"",0,3,4,10,20,20,"",0,3,0,-1,"",0,0,0,-1,"","",""
1050410,4070001,0,-1,"",0,0,"","","","","","",-70.04562,-8.072,26.746021,-418.16562,1,1,-1,-1,-1,-1,"symbol01","bn01","",0,0,"ba02",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,60,10,1,1,"","",0,1,"",0,30,-1,0,0,360,0,0,0,150,0,0,0,0,0,0,0,"",false,true,false,false,false,false,false,0,0,0,6,6,"",0,3,4,10,20,20,"",0,3,0,-1,"",0,0,0,-1,"","",""
